"Name","School","Rating"
"Jeremiah Fears","Oklahoma",82.8722333333333
"Miles Kelly","Auburn",82.8704333333334
"Essam Mostafa","Middle Tennessee",82.8601166666667
"Earl Timberlake","Bryant",82.8447999999999
"Chaz Lanier","Tennessee",82.8409166666667
"Coleman Hawkins","Kansas St.",82.8344666666666
"Deivon Smith","St. John's",82.7499333333333
"Dailyn Swain","Xavier",82.7490333333333
"Malique Ewin","Florida St.",82.7302
"Henri Veesaar","Arizona",82.7247499999999
"Enoch Cheeks","Dayton",82.7147666666666
"Quincy Ballard","Wichita St.",82.7088166666667
"Kaleb Banks","Tulane",82.7071
"Quimari Peterson","East Tennessee St.",82.69465
"Joe Anderson","Lipscomb",82.6917999999999
"Jaeden Zackery","Clemson",82.6777166666667
"Devin Tillis","UC Irvine",82.66595
"Jaylen Blakes","Stanford",82.6520166666666
"Tre Johnson","Texas",82.6492
"Ryan Conwell","Xavier",82.6426
"Kadary Richmond","St. John's",82.6315333333334
"Cameron Matthews","Mississippi St.",82.6102499999999
"Bez Mbeng","Yale",82.5863833333333
"Jeff Woodward","Colgate",82.5562833333333
"Hassan Diarra","Connecticut",82.55015
"Brian Moore, Jr.","Norfolk St.",82.5474
"Kylan Boswell","Illinois",82.5398333333333
"Kobe Johnson","UCLA",82.5254666666667
"Ian Martinez","Utah St.",82.4920166666666
"Wade Taylor IV","Texas A&M",82.4886333333333
"Ace Bailey","Rutgers",82.4677
"Steve Settle","Temple",82.4671833333333
"Trey Bonham","Chattanooga",82.3683
"Dylan Darling","Idaho St.",82.3531000000001
"Xzayvier Brown","Saint Joseph's",82.3162166666667
"Ernest Udeh Jr.","TCU",82.2499
"Pop Isaacs","Creighton",82.2472666666667
"Tytan Anderson","Northern Iowa",82.22625
"Joshua Jefferson","Iowa St.",82.2127333333334
"LeJuan Watts","Washington St.",82.18665
"Fletcher Loyer","Purdue",82.1629666666666
"Jalen Jackson","Purdue Fort Wayne",82.1461
"Malik Thomas","San Francisco",82.1343833333333
"Hunter Sallis","Wake Forest",82.1270166666666
"Sebastian Thomas","Rhode Island",82.12565
"Nolan Hickman","Gonzaga",82.0861833333334
"Great Osobor","Washington",82.0661166666667
"Aziz Bandaogo","Cincinnati",82.0254
"Tahaad Pettiford","Auburn",82.0175333333334
"Tyler Bilodeau","UCLA",81.95235
"Nate Johnson","Akron",81.9486333333334
"Jack Clark","VCU",81.9371833333333
"Kadin Shedrick","Texas",81.92075
"JaKobe Coles","Grand Canyon",81.86785
"Brandon Noel","Wright St.",81.84925
"Emanuel Sharp","Houston",81.8478833333334
"James Scott","Louisville",81.8340500000001
"Allen David Mukeba","Oakland",81.7884
"Dayvion McKnight","Xavier",81.7701333333333
"Cole Hargrove","Drexel",81.7620666666666
"Jalen Leach","Northwestern",81.7596
"Nijel Pack","Miami FL",81.7464333333334
"Reed Bailey","Davidson",81.7026333333334
"Zach Hicks","Penn St.",81.6994333333333
"Matthew Cleveland","Miami FL",81.6952333333333
"Jahmyl Telfort","Butler",81.68105
"Desmond Claude","USC",81.6712666666667
"John Blackwell","Wisconsin",81.6222333333333
"Rodney Rice","Maryland",81.6203333333334
"Ishmael Leggett","Pittsburgh",81.60975
"Caden Pierce","Princeton",81.5991
"Tre'Von Spillers","Wake Forest",81.59405
"Chance McMillian","Texas Tech",81.5864666666666
"Nate Kingz","Oregon St.",81.5654166666667
"Tyrese Hunter","Memphis",81.5593
"PJay Smith","Furman",81.55145
"Josh Ojianwuna","Baylor",81.5422333333333
"Joseph Tugler","Houston",81.5210833333333
"Jackson Shelstad","Oregon",81.4304
"V.J. Edgecombe","Baylor",81.42765
"Darius Hannah","Bradley",81.4071166666668
"Chase Walker","Illinois St.",81.3919999999999
"Amarion Dickerson","Robert Morris",81.3831166666667
"Nick Kern","Penn St.",81.3674
"Jacari White","North Dakota St.",81.2885833333333
"Rylan Jones","Samford",81.2702833333334
"Rasheed Bello","Purdue Fort Wayne",81.2499166666667
"Zach Cleveland","Liberty",81.2325666666667
"KJ Lewis","Arizona",81.2220166666666
"Duke Deen","Bradley",81.2204166666668
"Jaemyn Brakefield","Mississippi",81.2009666666666
"Lynn Kidd","Miami FL",81.17375
"Nick Boyd","San Diego St.",81.1684666666667
"Asa Newell","Georgia",81.1638166666667
"Christian Anderson","Texas Tech",81.1616999999999
"Jaland Lowe","Pittsburgh",81.0786833333333
"Jalon Moore","Oklahoma",81.0748166666667
"Eddie Lampkin","Syracuse",81.0502666666667
"Kellen Tynes","Maine",81.0234
"Obi Agbim","Wyoming",80.9822500000001
"Christoph Tilly","Santa Clara",80.9805333333334
"Dajuan Harris Jr.","Kansas",80.9752666666667
"Robert Wright","Baylor",80.9700166666667
"Keyshawn Hall","UCF",80.9574
"Keeshawn Barthelemy","Oregon",80.9424333333334
"Colin Porter","Liberty",80.9375166666667
"Adrian Wooley","Kennesaw St.",80.9367666666667
"Jhamir Brickus","Villanova",80.9311833333334
"Matt Cross","SMU",80.9145833333333
"Will Pruitt","Lipscomb",80.85695
"Martin Somerville","UMass Lowell",80.8454166666667
"Geronimo Rubio De La Rosa","Columbia",80.8442333333334
"Langston Reynolds","Northern Colorado",80.8419666666667
"Anthony Robinson II","Missouri",80.83115
"Melvin Council Jr.","St. Bonaventure",80.7656833333333
"Javohn Garcia","McNeese St.",80.7512666666668
"Drew Thelwell","Iowa",80.7452833333334
