Name,School,Rating,School_key,Conf,conf_z,Rating_conf
Jyare Davis,Syracuse,74.5632666666667,syracuse,ACC,1.7207353516788697,77.17146322553607
Dylan Addae-Wusu,Seton Hall,74.09025,setonhall,Big East,2.0829954257165264,77.15639892765864
Don McHenry,Western Kentucky,76.8351166666667,westernkentucky,CUSA,0.27169505552824263,77.1016169387687
Jamille Reynolds,South Florida,76.1393166666667,southflorida,AAC,0.6339551295658994,77.07992966434506
Izaiyah Nelson,Arkansas St.,79.3892166666666,arkansasst,Sun Belt,-0.09056501850941416,77.01686493587492
Zoom Diallo,Washington,73.98175,washington,Big Ten,2.0829954257165264,77.01367934211939
Trazarien White,TCU,74.4358833333333,tcu,B12,1.7207353516788697,77.01045130899293
Joson Sanon,Arizona St.,74.4306833333333,arizonast,B12,1.7207353516788697,77.00388546232871
Moulaye Sissoko,North Texas,76.0693333333333,northtexas,AAC,0.6339551295658994,77.00359957586012
Elias Ralph,Pacific,76.0370000000001,pacific,WCC,0.6339551295658994,76.96834465638477
Brayden O'Connor,George Mason,75.9441333333333,georgemason,A10,0.6339551295658994,76.86712423132045
Jaquan Carlos,Syracuse,74.2714333333333,syracuse,ACC,1.7207353516788697,76.8030682227047
Will Johnston,Loyola Marymount,75.8429,loyolamarymount,WCC,0.6339551295658994,76.75684770094222
Moussa Cisse,Memphis,75.8327,memphis,AAC,0.6339551295658994,76.74574017533774
Michael O'Connell,N.C. State,74.2147166666666,ncstate,ACC,1.7207353516788697,76.73166941717206
JaCobi Wood,Murray St.,76.4571833333333,murrayst,MVC,0.27169505552824263,76.7142800111453
Stefan Todorovic,Pepperdine,75.8005,pepperdine,WCC,0.6339551295658994,76.71067960715524
Jaron Pierre Jr.,Jacksonville St.,76.4265166666667,jacksonvillest,CUSA,0.27169505552824263,76.68286115857705
Kanye Clary,Mississippi St.,73.7073166666666,mississippist,SEC,2.0829954257165264,76.65397246813693
Kerr Kriisa,Kentucky,73.6708166666667,kentucky,SEC,2.0829954257165264,76.60626808502712
Enoch Boakye,Villanova,73.66245,villanova,Big East,2.0829954257165264,76.595337616354
Phillip Russell,VCU,75.6834333333334,vcu,A10,0.6339551295658994,76.5832687611875
Kaleb Glenn,Florida Atlantic,75.6831833333333,floridaatlantic,AAC,0.6339551295658994,76.58299676414873
Julian Larry,Texas,73.6501666666667,texas,SEC,2.0829954257165264,76.5792933381544
Kowacie Reeves Jr.,Georgia Tech,74.09115,georgiatech,ACC,1.7207353516788697,76.57633577776119
Simeon Cottle,Kennesaw St.,76.3205666666666,kennesawst,CUSA,0.27169505552824263,76.57432487423473
Anthony Dell'Orso,Arizona,74.0713833333333,arizona,B12,1.7207353516788697,76.55151536792314
CJ Huntley,Appalachian St.,78.7511333333333,appalachianst,Sun Belt,-0.09056501850941416,76.50875435490228
Tyon Grant-Foster,Grand Canyon,78.7070000000001,grandcanyon,WAC,-0.09056501850941416,76.47341658334909
Zed Key,Dayton,75.563,dayton,A10,0.6339551295658994,76.45228460127996
Jackie Johnson III,Fordham,75.5505833333333,fordham,A10,0.6339551295658994,76.43878536297696
Sebastian Mack,UCLA,73.5220499999999,ucla,Big Ten,2.0829954257165264,76.41216478620505
Ryan Agarwal,Stanford,73.9409,stanford,ACC,1.7207353516788697,76.38786378866264
Luke Barrett,Saint Mary's,75.4753833333333,saintmarys,WCC,0.6339551295658994,76.35704967390836
Aden Holloway,Alabama,73.4595833333333,alabama,SEC,2.0829954257165264,76.33081876336367
Parsa Fallah,Oregon St.,75.3495166666667,oregonst,WCC,0.6339551295658994,76.22032335129992
Tyrone Marshall,Western Kentucky,75.9619666666667,westernkentucky,CUSA,0.27169505552824263,76.20711334677621
Jayden Dawson,Loyola Chicago,75.3351166666667,loyolachicago,A10,0.6339551295658994,76.20468725705689
Nate Heise,Iowa St.,73.7862833333334,iowast,B12,1.7207353516788697,76.19437460813712
Damian Dunn,Pittsburgh,73.7424666666667,pittsburgh,ACC,1.7207353516788697,76.13962627545982
Dexter Akanno,Utah St.,74.3551833333334,utahst,Mountain West,1.2377219196286608,76.11911770309796
Sam Orme,Belmont,75.85085,belmont,MVC,0.27169505552824263,76.09337240567274
Chandler Jackson,Florida St.,73.6995666666667,floridast,ACC,1.7207353516788697,76.08605925190881
Chad Venning,Boston College,73.6926833333333,bostoncollege,ACC,1.7207353516788697,76.07746769320697
Niccolo Moretti,Florida Atlantic,75.21425,floridaatlantic,AAC,0.6339551295658994,76.07349638451377
Kevin Overton,Texas Tech,73.5664833333333,texastech,B12,1.7207353516788697,75.92011035240147
Japhet Medor,Fordham,75.0683166666665,fordham,A10,0.6339551295658994,75.91521854097218
Aaron Gray,Indiana St.,75.6668333333333,indianast,MVC,0.27169505552824263,75.90505520685046
Trent Pierce,Missouri,73.129,missouri,SEC,2.0829954257165264,75.90185710060578
Myles Corey,South Alabama,77.9196333333333,southalabama,Sun Belt,-0.09056501850941416,75.83882722067538
Jonathan Powell,West Virginia,73.5009333333333,westvirginia,B12,1.7207353516788697,75.83849724105966
Cam Manyawu,Drake,75.57865,drake,MVC,0.27169505552824263,75.814830964811
Zek Montgomery,Bradley,75.5726666666667,bradley,MVC,0.27169505552824263,75.80870962027859
Liutauras Lelevicius,Oregon St.,74.9560500000001,oregonst,WCC,0.6339551295658994,75.79354464883505
Ezra Ausar,Utah,73.4277166666667,utah,B12,1.7207353516788697,75.74743562552447
Corey McKeithan,La Salle,74.8923666666667,lasalle,A10,0.6339551295658994,75.72455944666105
Will McClendon,San Jose St.,74.01355,sanjosest,Mountain West,1.2377219196286608,75.71692600244398
Alex Merkviladze,Loyola Marymount,74.8692833333334,loyolamarymount,WCC,0.6339551295658994,75.6995604684016
Nate Martin,Marshall,77.7059666666667,marshall,Sun Belt,-0.09056501850941416,75.66528488042745
Achor Achor,Kansas St.,73.3509333333333,kansasst,B12,1.7207353516788697,75.65204745560034
Jasper Floyd,North Texas,74.8195666666667,northtexas,AAC,0.6339551295658994,75.64572895021129
Gregg Glenn III,Tulane,74.8028,tulane,AAC,0.6339551295658994,75.62757797016323
Caden Powell,Rice,74.7958,rice,AAC,0.6339551295658994,75.6200005326226
Josiah Lake II,Oregon St.,74.79325,oregonst,WCC,0.6339551295658994,75.61724025447229
Amael L'Etang,Dayton,74.78935,dayton,A10,0.6339551295658994,75.61301872911696
Dante Maddox Jr.,Xavier,72.8991833333334,xavier,Big East,2.0829954257165264,75.60515251016622
Denijay Harris,Southern Miss,77.6232666666667,southernmiss,Sun Belt,-0.09056501850941416,75.5979642833527
Damari Monsanto,UTSA,74.7507833333334,utsa,AAC,0.6339551295658994,75.57127751247421
Bryce Lindsay,James Madison,77.43945,jamesmadison,Sun Belt,-0.09056501850941416,75.44803183210001
Duke Brennan,Grand Canyon,77.3806,grandcanyon,WAC,-0.09056501850941416,75.3999431454559
Mekhi Mason,Washington,72.7322833333333,washington,Big Ten,2.0829954257165264,75.39043890090113
Rylan Griffen,Kansas,73.1364833333333,kansas,B12,1.7207353516788697,75.38622496021364
Ryan Beasley,San Francisco,74.5345666666666,sanfrancisco,WCC,0.6339551295658994,75.33743008847817
Colby Rogers,Memphis,74.5324833333333,memphis,AAC,0.6339551295658994,75.33517824669295
Taryn Todd,Arkansas St.,77.2679499999999,arkansasst,Sun Belt,-0.09056501850941416,75.30777529821493
Sam Hoiberg,Nebraska,72.6545499999999,nebraska,Big Ten,2.0829954257165264,75.29065353660748
Daquan Davis,Florida St.,73.0297666666667,floridast,ACC,1.7207353516788697,75.25426494777756
Elijah Saunders,Virginia,73.0290166666667,virginia,ACC,1.7207353516788697,75.25333828944983
Jalen Celestine,Baylor,72.9774999999999,baylor,B12,1.7207353516788697,75.18971216782262
Mackenzie Mgbako,Indiana,72.5609833333334,indiana,Big Ten,2.0829954257165264,75.17072490975326
Des Watson,Loyola Chicago,74.3387,loyolachicago,A10,0.6339551295658994,75.12583457251436
Rahsool Diggins,Massachusetts,74.3149166666667,massachusetts,A10,0.6339551295658994,75.1001569309412
Jayden Reid,South Florida,74.302,southflorida,AAC,0.6339551295658994,75.0862128792314
Dez White,Missouri St.,74.865,missourist,MVC,0.27169505552824263,75.0851330376653
Freddie Dilione V,Penn St.,72.4935499999999,pennst,Big Ten,2.0829954257165264,75.08441515538222
Andrew Morgan,Nebraska,72.4917666666667,nebraska,Big Ten,2.0829954257165264,75.08213400826787
Aubin Gateretse,Utah St.,73.45655,utahst,Mountain West,1.2377219196286608,75.06451922867127
Jeremiah Williams,Rutgers,72.4702666666666,rutgers,Big Ten,2.0829954257165264,75.0546379541876
Barry Dunning Jr.,South Alabama,76.95055,southalabama,Sun Belt,-0.09056501850941416,75.04726387020779
Marques Warrick,Missouri,72.45455,missouri,SEC,2.0829954257165264,75.03454469457465
Cesare Edwards,Georgia St.,76.9249833333333,georgiast,Sun Belt,-0.09056501850941416,75.0262271479251
Primo Spears,UTSA,74.2036166666667,utsa,AAC,0.6339551295658994,74.98003665731619
Lance Terry,Georgia Tech,72.78395,georgiatech,ACC,1.7207353516788697,74.9511051024054
Posh Alexander,Dayton,74.1716333333333,dayton,A10,0.6339551295658994,74.945532277367235
Camryn Weston,Middle Tennessee,74.7041,middletennessee,CUSA,0.27169505552824263,74.92072840130848
Terrance Ford Jr.,Arkansas St.,76.78735,arkansasst,Sun Belt,-0.09056501850941416,74.91284643598922
Jacob Hutson,Northern Iowa,74.6881,northerniowa,MVC,0.27169505552824263,74.90438214986213
Nick Ellington,Murray St.,74.6839,murrayst,MVC,0.27169505552824263,74.90009132616231
Jalen Washington,North Carolina,72.7331333333334,northcarolina,ACC,1.7207353516788697,74.88857288584144
Zion Stanford,Temple,74.11275,temple,AAC,0.6339551295658994,74.88202331796482
Simeon Wilcher,St. John's,72.3201166666667,stjohns,Big East,2.0829954257165264,74.86290190960247
Jackson McAndrew,Creighton,72.3190166666667,creighton,Big East,2.0829954257165264,74.86149910772086
Tanner Toolson,Utah Valley,76.7214,utahvalley,WAC,-0.09056501850941416,74.85843806692083
Isaiah Ihnen,Liberty,74.6284833333333,liberty,CUSA,0.27169505552824263,74.84347890901182
David Skogman,DePaul,72.3009499999999,depaul,Big East,2.0829954257165264,74.83846300390512
Joe Bamisile,VCU,74.0367333333333,vcu,A10,0.6339551295658994,74.80006526252053
Carter Welling,Utah Valley,76.64425,utahvalley,WAC,-0.09056501850941416,74.79472460864979
Khristian Lander,Western Kentucky,74.57155,westernkentucky,CUSA,0.27169505552824263,74.7853221583423
All Wright,Valparaiso,74.5650166666667,valparaiso,MVC,0.27169505552824263,74.7786487601815
Bryce Thompson,Oklahoma St.,72.6377166666667,oklahomast,B12,1.7207353516788697,74.7712858794812
Austin Rapp,Portland,73.9894833333334,portland,WCC,0.6339551295658994,74.74913932673614
Tyem Freeman,Illinois Chicago,74.5301166666667,illinoischicago,MVC,0.27169505552824263,74.7430016964532
Dominick Nelson,Utah Valley,76.57875,utahvalley,WAC,-0.09056501850941416,74.74057718692015
Daniel Abreu,Drake,74.4963999999999,drake,MVC,0.27169505552824263,74.70856511757006
Zachary Davis,South Carolina,72.1975666666666,southcarolina,SEC,2.0829954257165264,74.70678237420512
Jordan Mason,Illinois Chicago,74.4712166666666,illinoischicago,MVC,0.27169505552824263,74.68284524017186
Ben Schwieger,Northern Iowa,74.4506166666666,northerniowa,MVC,0.27169505552824263,74.66180708683164
Trey Galloway,Indiana,72.1513166666667,indiana,Big Ten,2.0829954257165264,74.64794979018944
Quante Berry,Temple,73.8908000000001,temple,AAC,0.6339551295658994,74.64282074115673
Jared Coleman-Jones,San Diego St.,73.0918333333333,sandiegost,Mountain West,1.2377219196286608,74.63951784503907
Giancarlo Rosado,Charlotte,73.8634833333333,charlotte,AAC,0.6339551295658994,74.61340057654174
Guillermo Diaz Graham,Pittsburgh,72.4771666666666,pittsburgh,ACC,1.7207353516788697,74.5743099349504
Jarin Stevenson,Alabama,72.0604333333333,alabama,SEC,2.0829954257165264,74.5324784607981
Dontrez Styles,N.C. State,72.44095,ncstate,ACC,1.7207353516788697,74.5299407765886
Marcus Foster,Xavier,72.0519166666667,xavier,Big East,2.0829954257165264,74.521666959672
Jaylen Curry,Massachusetts,73.7537,massachusetts,A10,0.6339551295658994,74.49520714013937
CJ Gunn,DePaul,71.9954500000001,depaul,Big East,2.0829954257165264,74.4500254351569
Szymon Zapala,Michigan St.,71.99405,michiganst,Big Ten,2.0829954257165264,74.4482500856403
Harlond Beverly,Wichita St.,73.6976333333333,wichitast,AAC,0.6339551295658994,74.43487230471119
Trey Autry,George Washington,73.6498166666667,georgewashington,A10,0.6339551295658994,74.38342983074119
Kobe Julien,Arkansas St.,76.13745,arkansasst,Sun Belt,-0.09056501850941416,74.3744584516647
Frankie Fidler,Michigan St.,71.9289833333333,michiganst,Big Ten,2.0829954257165264,74.3657858249057
CJ Noland,New Mexico,72.8467333333334,newmexico,Mountain West,1.2377219196286608,74.35485726450489
John Broom,South Alabama,76.0111166666667,southalabama,Sun Belt,-0.09056501850941416,74.26923266203724
Max Mackinnon,Portland,73.5121333333333,portland,WCC,0.6339551295658994,74.23537965948549
Jestin Porter,Middle Tennessee,74.0266,middletennessee,CUSA,0.27169505552824263,74.2289186603745
Trae Broadnax,Rice,73.4900666666666,rice,AAC,0.6339551295658994,74.21166157163879
Karter Knox,Arkansas,71.8014833333333,arkansas,SEC,2.0829954257165264,74.20446184323848
David Terrell Jr.,UTEP,73.98275,utep,CUSA,0.27169505552824263,74.1841670417433
Tyler Lundblade,Belmont,73.9744166666667,belmont,MVC,0.27169505552824263,74.17566269679769
Justice Ajogbor,Saint Joseph's,73.4375,saintjosephs,A10,0.6339551295658994,74.15517211311688
Luke O'Brien,Georgia Tech,72.1301833333333,georgiatech,ACC,1.7207353516788697,74.15018535329827
Zeb Jackson,VCU,73.4090333333334,vcu,A10,0.6339551295658994,74.12458768289554
Femi Odukale,Minnesota,71.7367666666667,minnesota,Big Ten,2.0829954257165264,74.12271141579927
Jaylen Crocker-Johnson,Colorado St.,72.6318166666667,coloradost,Mountain West,1.2377219196286608,74.10587270661485
Sadaidriene Hall,San Jose St.,72.6312833333333,sanjosest,Mountain West,1.2377219196286608,74.10525554682279
Jacobi Wright,South Carolina,71.6886833333334,southcarolina,SEC,2.0829954257165264,74.06203075311956
Alex Crawford,Fresno St.,72.5866333333334,fresnost,Mountain West,1.2377219196286608,74.05360021014705
Layden Blocker,DePaul,71.6733166666667,depaul,Big East,2.0829954257165264,74.04264866306909
Justin Mullins,Northwestern,71.6727833333334,northwestern,Big Ten,2.0829954257165264,74.04197605685698
Kwame Evans Jr.,Oregon,71.6582333333334,oregon,Big Ten,2.0829954257165264,74.02362887381067
Somto Cyril,Georgia,71.6415666666667,georgia,SEC,2.0829954257165264,74.0026182075195
Johnny O'Neil,Santa Clara,73.2716166666667,santaclara,WCC,0.6339551295658994,73.97701259709744
Justin Hill,Wichita St.,73.2235666666667,wichitast,AAC,0.6339551295658994,73.92543571303382
D.J. Wagner,Arkansas,71.5635833333334,arkansas,SEC,2.0829954257165264,73.90438829939582
Deyton Albury,Utah St.,72.4573833333334,utahst,Mountain West,1.2377219196286608,73.90421054493268
Collin Moore,Grand Canyon,75.5669666666667,grandcanyon,WAC,-0.09056501850941416,73.8978445692125
Corey Camper Jr.,UTEP,73.6700333333334,utep,CUSA,0.27169505552824263,73.86510560004695
Asher Woods,Tulane,73.1347166666668,tulane,AAC,0.6339551295658994,73.83009829923381
Zawdie Jackson,New Mexico St.,73.6094166666667,newmexicost,CUSA,0.27169505552824263,73.80327622922982
RJ Godfrey,Georgia,71.4430833333333,georgia,SEC,2.0829954257165264,73.75285819192123
Brycen Goodine,Oklahoma,71.4393,oklahoma,SEC,2.0829954257165264,73.74810560040723
Mason Gillis,Duke,71.77085,duke,ACC,1.7207353516788697,73.71321062066787
Drew Fielder,Georgetown,71.3992833333333,georgetown,Big East,2.0829954257165264,73.69785555310372
Devon Barnes,UTEP,73.4974833333334,utep,CUSA,0.27169505552824263,73.68911807502136
Tony Toney,UAB,73.0026,uab,AAC,0.6339551295658994,73.68841680369083
Carter Gilmore,Wisconsin,71.3888999999999,wisconsin,Big Ten,2.0829954257165264,73.68482244476341
Chaunce Jenkins,Seton Hall,71.3697166666667,setonhall,Big East,2.0829954257165264,73.66074960978237
Elijah Malone,Colorado,71.7204333333333,colorado,B12,1.7207353516788697,73.65208061993091
Tyler Perkins,Villanova,71.3609,villanova,Big East,2.0829954257165264,73.64968833149757
Joshua O'Garro,Texas St.,75.2634166666667,texasst,Sun Belt,-0.09056501850941416,73.64274365022047
Kevin Kalu,UTEP,73.4191833333333,utep,CUSA,0.27169505552824263,73.60927292084257
Justin McBride,Nevada,72.1939666666667,nevada,Mountain West,1.2377219196286608,73.60038287119724
Mark Freeman,James Madison,75.1961833333334,jamesmadison,Sun Belt,-0.09056501850941416,73.58610240588658
Jarrett Hensley,Southern Illinois,73.3747333333334,southernillinois,MVC,0.27169505552824263,73.56394982723482
Magoon Gwath,San Diego St.,72.1605166666666,sandiegost,Mountain West,1.2377219196286608,73.5618617207729
Caleb Stone-Carrawell,Loyola Marymount,72.8834333333333,loyolamarymount,WCC,0.6339551295658994,73.56070618463583
Arturo Dean,Oklahoma St.,71.6359,oklahomast,B12,1.7207353516788697,73.54968291685786
Isaac Asuma,Minnesota,71.2788333333334,minnesota,Big Ten,2.0829954257165264,73.54680707130528
Michael Ajayi,Gonzaga,72.86855,gonzaga,WCC,0.6339551295658994,73.54476128095679
Kebba Njie,Notre Dame,71.5999833333333,notredame,ACC,1.7207353516788697,73.50621328553945
Jayden Brewer,FIU,73.3085166666667,fiu,CUSA,0.27169505552824263,73.49643797541347
Kaden Gumbs,Texas St.,75.0871666666667,texasst,Sun Belt,-0.09056501850941416,73.49415413578213
Justin Moore,Loyola Chicago,72.8049666666667,loyolachicago,A10,0.6339551295658994,73.47665657170242
Garwey Dual,Seton Hall,71.2225,setonhall,Big East,2.0829954257165264,73.47626776669192
Amani Hansberry,West Virginia,71.5664666666667,westvirginia,B12,1.7207353516788697,73.46566834965986
"Carlton Linguard, Jr.",San Francisco,72.7888000000001,sanfrancisco,WCC,0.6339551295658994,73.45934385654405
Jordan Battle,Coastal Carolina,74.93425,coastalcarolina,Sun Belt,-0.09056501850941416,73.36495853315358
David Dixon,Duquesne,72.6797,duquesne,A10,0.6339551295658994,73.3425473563408
Kobe Johnson,Saint Louis,72.6790666666667,saintlouis,A10,0.6339551295658994,73.3418695348369
Ahmad Henderson II,Illinois Chicago,73.13485,illinoischicago,MVC,0.27169505552824263,73.31940527639702
Kendal Coleman,Cal Baptist,74.8476166666667,calbaptist,WAC,-0.09056501850941416,73.29165038325883
Quion Williams,Abilene Christian,74.8280666666666,abilenechristian,WAC,-0.09056501850941416,73.27509605925242
Rashaan Mbemba,Colorado St.,71.8737499999999,coloradost,Mountain West,1.2377219196286608,73.23217326145466
Matas Vokietaitis,Florida Atlantic,72.5622333333334,floridaatlantic,AAC,0.6339551295658994,73.21686679127966
Thomas Dowd,Troy,74.7444666666666,troy,Sun Belt,-0.09056501850941416,73.20425925845807
Jonnivius Smith,UTSA,72.5341166666667,utsa,AAC,0.6339551295658994,73.18679520973656
Aboubacar Traore,Louisville,71.3348166666667,louisville,ACC,1.7207353516788697,73.1859674055914
David Fuchs,Rhode Island,72.5210333333333,rhodeisland,A10,0.6339551295658994,73.1728036741478
Jayden Nunn,Baylor,71.32125,baylor,B12,1.7207353516788697,73.169614895406
Amaree Abram,Louisiana Tech,72.9870500000001,louisianatech,CUSA,0.27169505552824263,73.16877556062906
Elijah Price,Fresno St.,71.7524333333334,fresnost,Mountain West,1.2377219196286608,73.09299439083505
AJ Ferguson,Murray St.,72.9043833333333,murrayst,MVC,0.27169505552824263,73.08454012046815
Matt Knowling,USC,70.88675,usc,Big Ten,2.0829954257165264,73.05721919535303
Vincent Brady II,Missouri St.,72.8263666666667,missourist,MVC,0.27169505552824263,73.00505204112407
Connor Hickman,Cincinnati,71.1809666666666,cincinnati,B12,1.7207353516788697,73.00070725042411
Isaiah Watts,Washington St.,72.3539666666667,washingtonst,WCC,0.6339551295658994,72.99422127659713
Latrell Davis,San Jose St.,71.6620666666667,sanjosest,Mountain West,1.2377219196286608,72.98943577514115
Kanon Catchings,BYU,71.1643666666667,byu,B12,1.7207353516788697,72.98074198664057
Vyctorius Miller,LSU,70.7858666666667,lsu,SEC,2.0829954257165264,72.93176106395882
Federiko Federiko,Texas Tech,71.1231666666666,texastech,B12,1.7207353516788697,72.93120960249396
Derrion Reid,Alabama,70.7854,alabama,SEC,2.0829954257165264,72.93118120250143
Elijah Elliott,Southern Illinois,72.747,southernillinois,MVC,0.27169505552824263,72.92419754893297
Filip Skobalj,Illinois Chicago,72.72515,illinoischicago,MVC,0.27169505552824263,72.90193954118389
Ethan Morton,Colorado St.,71.5752166666666,coloradost,Mountain West,1.2377219196286608,72.8899978634481
Darren Buchanan Jr.,George Washington,72.2513666666667,georgewashington,A10,0.6339551295658994,72.88462371661971
Mylyjael Poteat,Virginia Tech,71.0827333333334,virginiatech,ACC,1.7207353516788697,72.88262654842855
RJ Melendez,Mississippi St.,70.7417833333333,mississippist,SEC,2.0829954257165264,72.87700446426352
Troy D'Amico,DePaul,70.7079166666667,depaul,Big East,2.0829954257165264,72.83496501470468
Keaston Willis,Tulsa,72.1852333333334,tulsa,AAC,0.6339551295658994,72.81400982951844
Caleb Foster,Duke,70.9961333333334,duke,ACC,1.7207353516788697,72.77866323441242
Steven Jamerson II,San Diego,72.1234833333333,sandiego,WCC,0.6339551295658994,72.74809731915177
Sean Durugordon,Old Dominion,74.2010666666667,olddominion,Sun Belt,-0.09056501850941416,72.74198216175826
K.D. Johnson,George Mason,72.10105,georgemason,A10,0.6339551295658994,72.72415680166255
Cameron Huefner,Sam Houston St.,72.5445666666667,samhoustonst,CUSA,0.27169505552824263,72.71801043176956
Myles Rigsby,Troy,74.1521833333334,troy,Sun Belt,-0.09056501850941416,72.70024186174483
Glenn Taylor Jr.,Oklahoma,70.5839,oklahoma,SEC,2.0829954257165264,72.68121886294853
Lamar Washington,Pacific,72.0536833333334,pacific,WCC,0.6339551295658994,72.673616583206055
Dezayne Mingo,Marshall,74.1200666666666,marshall,Sun Belt,-0.09056501850941416,72.67280444637665
Peter Filipovity,New Mexico St.,72.4624499999999,newmexicost,CUSA,0.27169505552824263,72.63438777405585
Leland Walker,Florida Atlantic,71.9915833333333,floridaatlantic,AAC,0.6339551295658994,72.60737391225783
Christian Jones,George Washington,71.9584,georgewashington,A10,0.6339551295658994,72.57198528534678
Michael Osei-Bonsu,Missouri St.,72.3495666666667,missourist,MVC,0.27169505552824263,72.51944984978427
Anthony Leal,Indiana,70.4076833333333,indiana,Big Ten,2.0829954257165264,72.46329215229157
Lok Wur,Grand Canyon,73.8665666666667,grandcanyon,WAC,-0.09056501850941416,72.45585693748717
Michael Houge,Jacksonville St.,72.2544166666666,jacksonvillest,CUSA,0.27169505552824263,72.42258202827462
Ugonna Onyenso,Kansas St.,70.6886666666666,kansasst,B12,1.7207353516788697,72.41055155224846
Kaden Cooper,Louisiana Tech,72.2098166666667,louisianatech,CUSA,0.27169505552824263,72.37718121877172
O'Mar Stanley,Boise St.,71.11515,boisest,Mountain West,1.2377219196286608,72.36471498402253
Kolby King,Butler,70.3276666666667,butler,Big East,2.0829954257165264,72.36454074558044
Mitch Mascari,Drake,72.1718666666667,drake,MVC,0.27169505552824263,72.33855201295272
CJ Brown,South Florida,71.7219,southflorida,AAC,0.6339551295658994,72.31993558561022
Corey Washington,Wichita St.,71.7154,wichitast,AAC,0.6339551295658994,72.31301234573914
Kymany Houinsou,Loyola Chicago,71.7086333333334,loyolachicago,A10,0.6339551295658994,72.30580530923963
"Corey Floyd, Jr.",Providence,70.2744166666667,providence,Big East,2.0829954257165264,72.29889356194113
Will Tschetter,Michigan,70.21985,michigan,Big Ten,2.0829954257165264,72.23168143572886
Efrem Johnson,UAB,71.61495,uab,AAC,0.6339551295658994,72.2060495865974
Dakota Leffew,Georgia,70.1983666666666,georgia,SEC,2.0829954257165264,72.2052356218857
Aniwaniwa Tait-Jones,UC San Diego,87.3443,ucsandiego,Big West,-0.6943318085721755,72.19271246867845
Brock Felder,Southern Utah,73.5523833333334,southernutah,WAC,-0.09056501850941416,72.1860451605224
Nick Townsend,Yale,85.2360833333334,yale,Ivy League,-0.6943318085721755,72.18561368218532
Daniel Hankins-Sanford,Massachusetts,71.5704333333333,massachusetts,A10,0.6339551295658994,72.15866337496877
Oscar Cluff,South Dakota St.,88.03475,southdakotast,Summit League,-0.6943318085721755,72.15058967651458
A.J. Staton-McCray,Miami FL,70.4697166666666,miamifl,ACC,1.7207353516788697,72.14935793158661
Bent Leuchten,UC Irvine,88.07275,ucirvine,Big West,-0.6943318085721755,72.14762827332501
Taj DeGourville,San Diego St.,70.9221166666667,sandiegost,Mountain West,1.2377219196286608,72.14504269998899
Alvaro Folgueiras,Robert Morris,84.5608166666668,robertmorris,Horizon,-0.6943318085721755,72.14071339235737
Noa Gonsalves,Utah Tech,73.4935666666668,utahtech,WAC,-0.09056501850941416,72.1354216259864
Max Brooks,UMass Lowell,84.3681833333334,umasslowell,AEC,-0.6943318085721755,72.12416533310514
Xaivian Lee,Princeton,84.2903666666667,princeton,Ivy League,-0.6943318085721755,72.11701210043405
Elijah Hutchins-Everett,James Madison,73.4648333333333,jamesmadison,Sun Belt,-0.09056501850941416,72.11067790208007
Xavier Brown,James Madison,73.4582166666666,jamesmadison,Sun Belt,-0.09056501850941416,72.10497875590906
Jacksen Moni,North Dakota St.,83.9761,northdakotast,Summit League,-0.6943318085721755,72.08538928198153
Patrick Ngongba,Duke,70.4152,duke,ACC,1.7207353516788697,72.08444350999285
Elijah Fisher,Pacific,71.4828,pacific,WCC,0.6339551295658994,72.06541109588973
Keonte Jones,Cal St. Northridge,83.78255,calstnorthridge,Big West,-0.6943318085721755,72.06373948493693
Jacob Ognacevic,Lipscomb,83.7446833333334,lipscomb,ASUN,-0.6943318085721755,72.05931061734407
Grant Huffman,Vanderbilt,70.07645,vanderbilt,SEC,2.0829954257165264,72.05532919028106
Ante Brzovic,Charleston,83.7054666666666,charleston,CAA,-0.6943318085721755,72.05465729391128
Tavion Banks,Drake,71.8851333333333,drake,MVC,0.27169505552824263,72.04675188778398
Chendall Weaver,Texas,70.0637666666667,texas,SEC,2.0829954257165264,72.03975074977222
Noah Williamson,Bucknell,83.5569833333332,bucknell,Patriot,-0.6943318085721755,72.03642586687275
Carson Cooper,Michigan St.,70.05915,michiganst,Big Ten,2.0829954257165264,72.03408106065626
DJ Davis,Washington,70.0585166666667,washington,Big Ten,2.0829954257165264,72.03330330188643
David Coit,Kansas,70.3699666666666,kansas,B12,1.7207353516788697,72.0306192574262
Alejandro Vasquez,UAB,71.4499,uab,AAC,0.6339551295658994,72.03041179574912
Taye Fields,North Alabama,83.49475,northalabama,ASUN,-0.6943318085721755,72.02849663117497
Hayden Gray,UC San Diego,83.3481666666667,ucsandiego,Big West,-0.6943318085721755,72.00914949964731
Beon Riley,Utah Tech,73.3005666666667,utahtech,WAC,-0.09056501850941416,71.96905725381815
Frank Mitchell,Minnesota,70.0027,minnesota,Big Ten,2.0829954257165264,71.96478897036903
Paul Otieno,Quinnipiac,82.9635333333333,quinnipiac,MAAC,-0.6943318085721755,71.9539210553891
AK Okereke,Cornell,82.9407499999999,cornell,Ivy League,-0.6943318085721755,71.95044763713614
Eren Banks,Georgia Southern,73.2715499999999,georgiasouthern,Sun Belt,-0.09056501850941416,71.94401224276955
Maleek Arington,Seattle,73.27035,seattle,WAC,-0.09056501850941416,71.94297630825167
Anthony Roy,Green Bay,82.8874000000001,greenbay,Horizon,-0.6943318085721755,71.94222604564908
