"Name","School","Rating"
"Jo Huntimer","Air Force Falcons",63.472142032787
"Sarah Taub","North Florida Ospreys",63.462953761059
"Quentarra Mitchell","Stetson Hatters",63.460959135735
"Taya Davis","Fordham Rams",63.4579463610721
"Delaney Thomas","Duke Blue Devils",63.4543308323889
"Tori Smiley","Shorter Hawks",63.4497362211433
"Ashlee Harris","Bellarmine Knights",63.4444711423034
"Kylie Flippin","McMurry War Hawks",63.4404011288361
"Zamara Haynes","Maryland Eastern Shore Hawks",63.4387198788932
"Toby Fournier","Duke Blue Devils",63.4344226058432
"Alexi Hempe","South Dakota Coyotes",63.4338478860382
"Saniyah Craig","Jacksonville Dolphins",63.4261022964344
"Jayla Hearp","East Carolina Pirates",63.4166197227048
"Kylee Piche","Bridgewater State (MA) Bears",63.4042344329345
"Reniya Kelly","North Carolina Tar Heels",63.3843948960915
"Amanda Barcello","Utah Valley Wolverines",63.3800123847833
"Jackie Piddock","Marist Red Foxes",63.3798114728159
"Samantha Hoelscher","Cleary University Cougars",63.376207208355
"Jaela Johnson","Canisius Golden Griffins",63.3700852427892
"Nya Smith","UNC Greensboro Spartans",63.3522915922257
"Somah Kamara","Tennessee State Lady Tigers",63.3349734509372
"Shamarla King","Stony Brook Seawolves",63.3320775972833
"Jaila Lee","UNC Greensboro Spartans",63.3309355835551
"Rose Bubakar","Weber State Wildcats",63.3280239134967
"Lauren Jones","Westminster (MO) Blue Jays",63.3233562163901
"Luisa Vydrova","UTEP Miners",63.3221548864497
"Elze Motekaityte","Gardner-Webb Runnin' Bulldogs",63.321417568077
"Lianna Baxter","Oakland Golden Grizzlies",63.3192114390897
"Caroline Lau","Northwestern Wildcats",63.3190482320955
"Kaela Martinez","Mount Marty College Lancers",63.3046581901568
"Macy Silvey","SIU Edwardsville Cougars",63.2978140646481
"Greta Kampschroeder","Michigan Wolverines",63.2911666990079
"Petra Juric","Manhattan Jaspers",63.2861192069771
"Courtlyn Loudermill","Texas Southern Tigers",63.2851526398438
"Giana Hoddinott","Mount St. Mary's Mountaineers",63.2842948251965
"Gabi Fields","Northern Colorado Bears",63.2779960369973
"Deonna Brister","Nicholls Colonels",63.276021394268
"Emani Bennett","Kansas City Roos",63.2669509228877
"Kendall Holmes","Belmont Bruins",63.2644579788457
"Alyssa Phillip","Grambling Lady Tigers",63.2592254260424
"Grace Slaughter","Missouri Tigers",63.2543732742148
"Jalyn Sackrider","Evergreen State Geoducks",63.2539403458656
"Ashley Dickey","Tennessee Southern Firehawks",63.2507699983617
"Imani Perez","Hawai'i Rainbow Wahine",63.2476407795589
"Cordasia Harris","Alabama State Lady Hornets",63.2460991981953
"Tess Barnes","Wyoming Cowgirls",63.2452551724182
"Amber Bourgeois","St. Thomas (TX) Celts",63.2395982997283
"Destiny Goodwin","Trinity Christian (IL) Trolls",63.2392744997147
"Lauren Smith","Tennessee Southern Firehawks",63.2346307518178
"Mariah Elohim","Fresno State Bulldogs",63.2324004014506
"Madison Mathiowetz","South Dakota State Jackrabbits",63.2259105498722
"Naelle Bernard","Loyola Chicago Ramblers",63.2236907749736
"Zsofia Telegdy","Western Kentucky Lady Toppers",63.2226936874664
"Amani Ball","Washington Adventist Shock",63.2200745788362
"Deniya Thornton","Loyola New Orleans Wolfpack",63.2128883071858
"Makoye Diawara","Norfolk State Spartans",63.2016059992751
"Abigail Wilson","UNC Asheville Bulldogs",63.197924327318
"Grace Sullivan","Northwestern Wildcats",63.1850459445102
"Simone Cunningham","Old Dominion Monarchs",63.1845423995502
"Jessica Peterson","SMU Mustangs",63.1825159888963
"Meghan Kenefick","Central Connecticut Blue Devils",63.173362024792
"Samantha Ballantyne","Bethesda University Flames",63.1714501116852
"Cassidy Morris","Brescia Bearcats",63.158933790758
"Savannah Catalon","Seton Hall Pirates",63.152978709658
"Zoesha Smith","Georgia Tech Yellow Jackets",63.1516809344517
"Sydney Ward","Pacific Tigers",63.148381108466
"Nakyah Terrell","High Point Panthers",63.1363029988513
"Sophie Phillips","Rhode Island Rams",63.1347841298349
"Jocelyn Tate","Michigan State Spartans",63.1208622405903
"Breona Hurd","Virginia Cavaliers",63.1195293519295
"Nakiyah Mays-Prince","Georgia Southern Eagles",63.1157886539218
"Ayisse Magassa","La Salle Explorers",63.1061582563866
"Faith Lee","Little Rock Trojans",63.0972080870941
"Adryana Quezada","San Diego State Aztecs",63.0916921820625
"Dani Grim","Oakland Golden Grizzlies",63.0876369971153
"Khia Miller","East Carolina Pirates",63.0873592616519
"Callin Hake","Nebraska Cornhuskers",63.0808783169563
"Ja'Mia Harris","Texas State Bobcats",63.0713805813422
"Liv West","Pittsburgh-Johnstown Mountain Cats",63.051569212543
"Debreasha Powe","Mississippi State Bulldogs",63.0424270538783
"Nan Garcia","Toledo Rockets",63.0408668824799
"Tierra Trotter","UT Rio Grande Valley Vaqueros",63.0309282989277
"Regan Williams","Kansas Jayhawks",63.0296846106364
"Ivane Tensaie","UTEP Miners",63.0273810667783
"Parker Hill","Princeton Tigers",63.0098440341969
"Erin Fry","Regis Rangers",63.007047681134
"D'Arrah Allen","Arkansas-Pine Bluff Golden Lions",63.0067554829211
"Alexis Pettis","Eastern Washington Eagles",63.0055502452085
"Callie Genke","Green Bay Phoenix",63.00161005219
"KK Arnold","UConn Huskies",62.9986059664346
"Stephanie Okowi","Arkansas-Pine Bluff Golden Lions",62.9879278451032
"Erin Fry","Regis (CO) Rangers",62.9867821935427
"Zuriyah Davis","West Georgia Wolves",62.9862658523682
"Brenda Fontana","Old Dominion Monarchs",62.9830805288155
"Sharna Ayres","Northwestern State Lady Demons",62.9824628444223
"Sydney Burns","UC Davis Aggies",62.9793148594768
"MeiLani McBee","Hawai'i Rainbow Wahine",62.9715002095536
"Salese Blow","Wichita State Shockers",62.9714031277394
"Victoria Rivera","Georgetown Hoyas",62.970927482805
"Maleia Bracone","North Carolina A&T Aggies",62.9676889590888
"Maci Rhoades","Valparaiso Beacons",62.967369533732
"Paris Locke","North Carolina A&T Aggies",62.9671804164545
"Taylee Chirrick","Montana State Bobcats",62.9609213092704
"Morgan Demos","Navy Midshipmen",62.9561343574714
"Laia Conesa","Kansas Jayhawks",62.9529320993259
"Mariona Cos-Morales","Rider Broncs",62.9522964191709
"Jordan Heifner","Johnson University (TN) Royals",62.9478051825726
"Meghan Weinrich","Oral Roberts Golden Eagles",62.9393732184467
"Aleighyah Fontenot","Southern Jaguars",62.931308258542
"Achol Akot","UCF Knights",62.9144863451528
"Grace Schmidt","California Baptist Lancers",62.9134680621495
"Douthshine Prien","Grambling Lady Tigers",62.9128883495527
"Ella Farrelly","Monmouth Hawks",62.9123201370676
"Kya Smith","Army Black Knights",62.9060064177062
"Danielle Williamsen","Marist Red Foxes",62.8996418157795
"Tilly Boler","Memphis Tigers",62.8862185887763
"Kristol Ayson","Tulsa Golden Hurricane",62.8810213261891
"Dana Phelan","Staten Island Dolphins",62.8759146311168
"Linzie Wernert","Indiana-Southeast Grenadiers",62.8751170464546
"Meredith Maier","Marshall Thundering Herd",62.8715517362696
"Mykelle Richards","Long Beach State Beach",62.8708974781258
"Anaya Coleman","Southeastern Fires",62.8476958972029
"Audrey Jakway","Haverford Fords",62.8407210165782
"Yanniah Boyd","Binghamton Bearcats",62.8404960323726
"Ta'Viyanna Habib","George Mason Patriots",62.8360581526994
"Brooklyn Thrash","Eastern Michigan Eagles",62.8347435685985
"Tanita Swift","Nicholls Colonels",62.815960142194
"Madison Hart","Bethel (TN) Wildcats",62.8148546399153
"Brynn Farrell","Providence Friars",62.81255383282
"Nakia Cheathman","Alcorn State Lady Braves",62.810337972094
"Elise Jaeger","Northern Iowa Panthers",62.8066745286467
"Julia Rodriguez","West Alabama Tigers",62.7920270050536
"Rebecca Walter","Blue Mountain College Toppers",62.7917072412452
"Jayda Angel","Elon Phoenix",62.7888216042931
"Makayla Jackson","Detroit Mercy Titans",62.7882631532951
"Gracyn Lovette","Lehigh Mountain Hawks",62.7882214802675
"MaKayla Elmore","Pittsburgh Panthers",62.7769882853981
"Kate Bradley","Oklahoma Christian University Eagles",62.7745358565775
"K'Nari Holliday","West Georgia Wolves",62.7742095412159
"Jayla Kimbrough","New Orleans Privateers",62.7710827678013
"Fanta Gassama","New Mexico State Aggies",62.7673373214107
"Maiya Petit","Fort Lauderdale Eagles",62.7627279352001
"Jaci Jones","Northern Kentucky Norse",62.7568320077108
"Skyler Gill","Florida Gulf Coast Eagles",62.7508578827992
"Layla Gold","Valparaiso Beacons",62.7506156583456
"Dagny Slomack","Central Connecticut Blue Devils",62.749915326114
"Allie Kubek","Maryland Terrapins",62.7434058927564
"Tessa Miller","Clemson Tigers",62.7393054240944
"Chrishawn Coleman","Morehead State Eagles",62.7376389475969
"Jazzlyn Linbo","Purdue Fort Wayne Mastodons",62.7351609475533
"AJ Marotte","Oregon State Beavers",62.7326586809961
"Nahawa Diarra","Mercer Bears",62.7310674652046
"Niya Fields","Norfolk State Spartans",62.7305739927296
"Jamisyn Heaton","Utah State Aggies",62.727679185697
"Alecia Doyle","Northern Illinois Huskies",62.7157849933843
"Eva Levingston","Cal State Fullerton Titans",62.7048276486454
"Miannah Little","Tarleton State Texans",62.7032997688381
"Zoe Shaw","St. Bonaventure Bonnies",62.6960966653062
"Erica Lafayette","Louisiana Ragin' Cajuns",62.6867853823443
"Emily Foy","Saint Mary's Gaels",62.6806123172682
"Tatum West","Northern Colorado Bears",62.6801124728149
"Gabby Reynolds","George Washington Revolutionaries",62.6430159768237
"Kera Martinez","Dallas Christian Crusaders",62.6235706715485
"Fiona Snashall","Regis (CO) Rangers",62.6230399470364
"Paige Bradley","Tulsa Golden Hurricane",62.618218032318
"Taja Stephens","Salem University Tigers",62.6142447637159
"Faith Acker","Tarleton State Texans",62.6063089035448
"Morgan Sieper","Southern Miss Lady Eagles",62.6048688269692
"Celebria Peacock","Wiley Wildcats",62.6044569948659
"Kaleigh Addie","Georgia State Panthers",62.5938116201933
"Ta'Ziah Jenks","Florida Atlantic Owls",62.5866984759119
"Sadie Stetson","Samford Bulldogs",62.5675369079752
"Alexis Calderon","New Orleans Privateers",62.5674143231202
"Jaeda Murphy","Mississippi Valley State Devilettes",62.5639833838643
"Cara McCormack","Drexel Dragons",62.5611134542179
"Ariella Goren","Arlington Baptist Patriots",62.5588087966588
"Nyam Thornton","Prairie View A&M Lady Panthers",62.5527323060805
"Autumn Taylor","Clarion Golden Eagles",62.5503866816566
"Reigan Richardson","Duke Blue Devils",62.5368698611313
"Alex Rouse","Eastern Illinois Panthers",62.5347364293136
"Keanna Rembert","Charlotte 49ers",62.5326768331468
"Ndack Mbengue","UTEP Miners",62.5289994238034
"De'Asia Johnson","UNT Dallas Trailblazers",62.5264218241251
"Malia Mastora","Pepperdine Waves",62.5260532294028
"Lydia Hay","Bethel (MN) Royals",62.5251171535113
"Indya Nivar","North Carolina Tar Heels",62.5244061005662
"Shelley Duchemin","UC Riverside Highlanders",62.5164017129972
"Kayla Blackshear","Georgia Tech Yellow Jackets",62.5161606926403
"Kayla Rice","Illinois-Springfield Prairie Stars",62.5113611533704
"Mallory Heyer","Minnesota Golden Gophers",62.5039485331999
"Parker Montgomery","UC San Diego Tritons",62.5010131957451
"Brooke Beresford","College of Idaho Yotes",62.4952866126647
"D'Mya Griffin","Florida A&M Rattlers",62.4751199461364
"Ivey Schmidt","Western Colorado Mountaineers",62.4706608600798
"Christeina Bryan","Seattle U Redhawks",62.462939182504
"KK Rodriguez","SIU Edwardsville Cougars",62.4623468082811
"Macey Fegan","Cleveland State Vikings",62.4593288308217
"Zoey Ward","Iona Gaels",62.4584133414004
"Emely Rodriguez","UCF Knights",62.4553590013716
"Jenna Johnson","Utah Utes",62.4459674581108
"Emma Kirby","Sacred Heart Pioneers",62.4432378588674
"Kirah Dandridge","Radford Highlanders",62.440518376618
"Makiya Miller","Wright State Raiders",62.4257826223939
"Elisa Mevius","Oregon Ducks",62.4196436741715
"Emina Selimovic","Fairfield Stags",62.4136306771975
"Saniyah Neverson","Northern Arizona Lumberjacks",62.4048269791573
"Sidney Thue","Mount Marty College Lancers",62.3993654605996
"Jianna Morris","Louisiana Tech Lady Techsters",62.3978762275478
"Julianna Almeida","Navy Midshipmen",62.3931691347039
"Dionna Gray","Kent State Golden Flashes",62.3885930572471
"India Johnston","Towson Tigers",62.3774426574861
"Nina Horvath","East Texas A&M Lions",62.3745572456938
"Johnea Donahue","Bowling Green Falcons",62.370093140073
"Tuana Coskun","Bucknell Bison",62.3681658832653
"Sarengbe Sanogo","Texas Tech Lady Raiders",62.3648566146307
"Evelyn Lorenzo","Texas A&M-San Antonio Jaguars",62.3631496406721
"Emily Bowman","Samford Bulldogs",62.3591958744585
"Rylee Ghent","Johnson C Smith Golden Bulls",62.3431796920193
"Betsey Burnett","Johnson C Smith Golden Bulls",62.3413981746084
"Alexa Hocevar","IU Indianapolis Jaguars",62.3338594745584
"Lexi McCully","Southeast Missouri State Redhawks",62.3267210718517
"Jailah Pelly","Arkansas-Pine Bluff Golden Lions",62.3251827312295
"Alexandra Long","Bates College Bobcats",62.317389258502
"Lauren Ware","Texas A&M Aggies",62.310177448745
"Aniah Hall","Northern Colorado Bears",62.3059230652805
"Zanoria Cruz","Western Carolina Catamounts",62.3017481904943
"Natalie Pasco","Boise State Broncos",62.2977868443981
"Zoe Borter","UC Santa Barbara Gauchos",62.2960633856923
"Jeana Weatherspoon","Kentucky State Thorobreds",62.2924999393626
"Clara Gomez","New Hampshire Wildcats",62.2910020289817
"Myra Bell","Incarnate Word Cardinals",62.2738164064991
"Kylie Lavelle","St. John's Red Storm",62.2697455765176
"Rylei Waugh","San José State Spartans",62.2672559932242
"Reese Ross","Utah Utes",62.2628821955354
"Ellie McDermid","Bradley Braves",62.2597594992963
"Tamar Singer","Miami (OH) RedHawks",62.2534729942306
"Morgan McMahon","Colgate Raiders",62.2478308064344
"Shaulana Wagner","Troy Trojans",62.2448396127543
"Karoline Striplin","Indiana Hoosiers",62.2394982764497
"Katie Davidson","IU Indianapolis Jaguars",62.2383516483938
"Tkiyah Nelson","Southern Illinois Salukis",62.2378162862068
"Tamaiya Mims","Sul Ross State Lobos",62.2369543162266
"Jaiyah Harris-Smith","Alabama A&M Bulldogs",62.2327649219332
"Harley Paynter","Morehead State Eagles",62.230490321378
"Audrey Ericksen","Boston University Terriers",62.2251562425769
"Sydni Summers","San José State Spartans",62.224658042608
"Macy Smith","Oakland Golden Grizzlies",62.2237834352663
"Mykel Parham","VCU Rams",62.1987503060045
"Nalani Kaysia","George Mason Patriots",62.197636241724
"Lani White","Virginia Tech Hokies",62.1965709033593
"Jaylia Reed","Mississippi Valley State Devilettes",62.1888181537186
"Emma Von Essen","Hofstra Pride",62.1869646612231
"Kilah Freelon","Texas Tech Lady Raiders",62.1862298865268
"Ande'a Cherisier","Delaware Blue Hens",62.1860292230419
"Savannah White","Indiana State Sycamores",62.1807229161947
"Victoria Moore","North American Stallions",62.1790880088859
"Mary McMillan","Stetson Hatters",62.1768692101638
"Jazmine Spencer","North Florida Ospreys",62.1734723345153
"NJ Weems","Lamar Cardinals",62.1673787745988
"Layla Tillery","Lees-McRae Bobcats",62.1646310487565
"Kamrin Babbs","Bloomfield Deacons",62.1417804971272
"Nevaeh Brown","UCF Knights",62.1416434035705
"Hana Muhl","Manhattan Jaspers",62.1384350961297
"Ariel Jefferson","Arkansas Baptist Buffaloes",62.1320992772249
"Tyler McCliment-Call","Montana Lady Griz",62.1272875383275
"Halle Douglass","Wisconsin Badgers",62.1258467071508
"Fatoumata Jaiteh","Sacramento State Hornets",62.1254710153566
"Emily Carver","App State Mountaineers",62.1156348855069
"Dominique Camp","Syracuse Orange",62.1109010756073
"Alexandria James-Fearon","Chowan Hawks",62.1106103439809
"Karsen Murphy","Chattanooga Mocs",62.0999616478679
"Tiara Bolden","Oregon State Beavers",62.0950435507728
"Mariah Mitchem","Coker Cobras",62.0859832776513
"Meghan O'Brien","Lehigh Mountain Hawks",62.0815948920343
"Teresa Kiewiet","Lafayette Leopards",62.0779666260667
"Jazzy Klinge","North Alabama Lions",62.0761241589647
"Lauren Bailey","Gardner-Webb Runnin' Bulldogs",62.0748052366991
"Aniyah Johnson","North Texas Mean Green",62.0672386829896
"Dymonique Maxie","Nevada Wolf Pack",62.067066202556
"Keira Hanson","Vermont Catamounts",62.0516840346566
"CJ Wilson","Prairie View A&M Lady Panthers",62.0488032594068
"Jenna Lawrence","Arkansas Razorbacks",62.0355060846498
"Dara Tokeshi","Occidental Tigers",62.0307725200812
"Jada Crawshaw","Long Beach State Beach",62.0158345135901
"Gigi Cooke","Houston Cougars",62.0115742707139
"Taylor Napper","Radford Highlanders",62.0099908694834
"Monae' Duffy","Texas A&M-Corpus Christi Islanders",62.0054560729117
"Kelsey Thompson","Old Dominion Monarchs",62.0035791034142
"Sahara Jones","Texas A&M Aggies",62.0018957119252
"Addison Hudspeth","Central Baptist College Mustangs",61.9952374582132
"Asia Boone","Liberty Flames",61.9890221253704
"Ash'a Thompson","Prairie View A&M Lady Panthers",61.988663842627
"Kemery Congdon","BYU Cougars",61.9853511715152
"Susie Rafiu","Columbia Lions",61.9768125146446
"Tymberlin Criswell","Texas A&M-Corpus Christi Islanders",61.9694131124561
"Vera Ojenuwa","Arkansas Razorbacks",61.959745077861
"Gianna Aiello","Brown Bears",61.9532443148513
"Maia Rhay","Westminster (UT) Griffins",61.9483412369648
"Kendal Brigham","Concordia Nebraska Bulldogs",61.9446338075909
"Kaylah Ivey","Boston College Eagles",61.9381879879926
"Leianya Massenat","Jackson State Lady Tigers",61.9362820777191
"Rylan Moffitt","App State Mountaineers",61.9336310348064
"Chelsea Wooten","Western Carolina Catamounts",61.9271328169627
"Megan Campbell","Tiffin Dragons",61.9198839585323
"Sydney Hendrix","Florida A&M Rattlers",61.9120787856805
"Jordan Marshall","Louisiana Tech Lady Techsters",61.9081654065586
"Camryn Collins","Rider Broncs",61.901626195731
"Hailey Adams","Rice Owls",61.8970829306571
"Khadee Hession","Georgetown Hoyas",61.8937577796314
"Tamia Perryman","Bradley Braves",61.8935111469181
"Laila Reynolds","Florida Gators",61.8782367616849
"Victoria Davis","Nevada Wolf Pack",61.8701155870435
"Peyton Kennedy","Saint Louis Billikens",61.8666195387298
"Janna Holley","Cal Lutheran Kingsmen",61.8655055120817
"Makaia Smith","Bethesda University Flames",61.8651669092555
"Anzhane Hutton","East Carolina Pirates",61.8560785914837
"Aisha Dabo","Hampton Lady Pirates",61.855579620581
"Cassandre Prosper","Notre Dame Fighting Irish",61.8496323230025
"Mia Tarver","Utah State Aggies",61.841428902828
"Andrea Daley","Boston College Eagles",61.8389848518677
"Aleah Snead","Saint Joseph's Hawks",61.8348152089151
"Katie Hill","Richmond Spiders",61.8308765601649
"Grace Ceseretti","Union Garnet Chargers",61.8176098119198
"Idara Udo","UTSA Roadrunners",61.8135516636921
"Ariana Bennett","Mercer Bears",61.8127415201922
"Kaya Ingram","Santa Clara Broncos",61.8119481644918
"Shanti Simmons","Georgia Southern Eagles",61.8063236506919
"Talia Dial","Niagara Purple Eagles",61.7825803323968
"Lily Zeinstra","Butler Bulldogs",61.7772337881639
"Lydia Freeman","Grambling Lady Tigers",61.7701234481359
"Kindyll Wetta","Colorado Buffaloes",61.7695735579084
"Maggie Hutka","Colorado Christian Cougars",61.7620922737263
"McKenna Eddings","Georgia Southern Eagles",61.7606079107766
"Elisabeth Aegisdottir","Liberty Flames",61.7594993731258
"Danja Stafford Collins","Utah Valley Wolverines",61.7585634201867
"Abby Wolterman","Northern Kentucky Norse",61.7582366380166
"Nicole Bowlin","Colorado Christian Cougars",61.7521646599131
"Briley Pena","Murray State Racers",61.7405841123664
"Cassandra Smith","Salem University Tigers",61.7368663523818
"Zeryhia Aokuso","Saint Mary's Gaels",61.7365536838736
"Naja Fenelon","Kentucky State Thorobreds",61.7157272572703
"Amari Wright","Seton Hall Pirates",61.7025033199146
"Amaya Collins","IU Columbus Crimson Pride",61.6822986425152
"D'Ayzha Akinson","Shaw Bears",61.6734043646105
"Ashanti Lynch","Maryland Eastern Shore Hawks",61.6717600459175
"Lilly Parke","Fairleigh Dickinson Knights",61.6629848789125
"Mary Leday","Wiley Wildcats",61.6558689944803
"Hannah Rapp","Santa Clara Broncos",61.6550144414551
"Asia Barclay","Jacksonville State Gamecocks",61.6523221982159
"Kace Urlacher","Chicago State Cougars",61.6440121038149
"Zoe Cooper","Jackson State Lady Tigers",61.639132960668
"Wynter Rogers","Arkansas State Red Wolves",61.6281712097
"Kennedy Collins","Thomas (GA) Night Hawks",61.6244685908007
"Carmyn Harrison","Belmont Bruins",61.611292729153
"Olivia Porter","Marquette Golden Eagles",61.6107216308606
"Caileigh Walsh","Northwestern Wildcats",61.6099106699287
"Rachel Kaus","Cornell Big Red",61.6057081042472
"Jasmynne Gibson","North Florida Ospreys",61.5971577789495
"Kirsten Watt","Lees-McRae Bobcats",61.5944496846519
"Ariadna Termis","Georgia Tech Yellow Jackets",61.5816663766699
"Sana'a Garrett","Jacksonville Dolphins",61.5745102037569
"Carmella Hayden","Jarvis Christian Bulldogs",61.5742504325835
"Katie Hamill","Missouri-St. Louis Rivermen",61.5696723555766
"Abby St. Martin","Worcester State Lancers",61.5645998554107
"Lexy Keys","Oklahoma Sooners",61.5591451109813
"Brianna Mead","Long Island University Sharks",61.5570869067197
"JaQuoia Jones-Brown","Long Beach State Beach",61.5552865160747
"Jaida Belton","Texas Southern Tigers",61.5544632665928
"Nicole Stephens","Dayton Flyers",61.5533056168008
"Olivia Rockwood","Maine Black Bears",61.5526444672291
"Destiney McPhaul","Mississippi State Bulldogs",61.5455698539551
"Zakia Rasheed","Akron Zips",61.5433662404021
"Le'Asia Foreman","Hampton Lady Pirates",61.5375624364581
"Chae Harris","Fordham Rams",61.5371657276314
"Naomi Panganiban","San Diego State Aztecs",61.5280041375076
"Braylyn Milton","East Tennessee State Bucs",61.5210923277177
"Sania Copeland","Kansas Jayhawks",61.5143661873277
"Desiree Rogers","Our Lady Of The Lake Saints",61.5142781474437
"Addison O'Grady","Iowa Hawkeyes",61.5127249980118
"Leilani Kapinus","Vanderbilt Commodores",61.5081882775506
"Kennedy Basham","Arizona State Sun Devils",61.5061314312477
"Amy O'Hara","Bradley Braves",61.4968749929055
"Jaileyah Cotton","Jackson State Lady Tigers",61.4968253620448
"Terah Harness","Buffalo Bulls",61.4860282378338
"Sophia Loden","Southern Indiana Screaming Eagles",61.4827974711472
"Agnes Emma-Nnopu","TCU Horned Frogs",61.4673995695119
"Cassidy Geddes","William & Mary Tribe",61.4607276136246
"Jaliena Sanchez","UMBC Retrievers",61.4473433415351
"Kristen Lopez","Whittier Poets",61.4447292909484
"Olivia McGhee","Virginia Cavaliers",61.4434858527726
"Lexi Carlsen","Northern Illinois Huskies",61.4416590606466
"Annukka Willstedt","Texas A&M-Corpus Christi Islanders",61.4401109830618
"Simone Foreman","Holy Cross Crusaders",61.4380231937323
"Emani Burks","Nicholls Colonels",61.4372069949392
"R'Mani Taylor","Lamar Cardinals",61.4353541004492
"Marurdaisha Powell","North American Stallions",61.4342333430816
"Treasure Thompson","Texas Southern Tigers",61.4338182739203
"Jeni Levine","South Carolina Upstate Spartans",61.4315441262429
"Abby Cater","Austin Peay Governors",61.4280360988143
"Ella Fajardo","Iona Gaels",61.4257234972318
"Mariam Sanogo","Canisius Golden Griffins",61.4245738422988
"Christina Midgette","Colgate Raiders",61.4118431500031
"Anna Griffin","Arkansas State Red Wolves",61.3767096742127
"Brielle Williams","Bryant Bulldogs",61.3733415311453
"Ines Debroise","Rhode Island Rams",61.3684512792574
"Kaia Goode","Binghamton Bearcats",61.3674951229622
"Mazatlan Harris","UC Davis Aggies",61.3638512508494
"Rayne Durant","UMass Lowell River Hawks",61.3616390320836
"Maia Rosarion","Morehead State Eagles",61.3612107441987
"Lucia Fleta Robles","Florida International Panthers",61.3371272550669
"Lanae Billy","Weber State Wildcats",61.3369959504479
"Belle Kranbuhl","Monmouth Hawks",61.3359896775594
"Tilda Trygger","NC State Wolfpack",61.3319059485841
"Jania Hall","UNC Wilmington Seahawks",61.3313923967827
"Olivia Wagner","Winthrop Eagles",61.3267334617587
"Brooke Anya","Chattanooga Mocs",61.3218876687502
"Maddy Schreiber","Green Bay Phoenix",61.3217637855164
"Mckenna Harris","Southern-New Orleans Knights",61.3191804425313
"Lily Fandre","Lehigh Mountain Hawks",61.3148199234637
"Alynna Palacios","Park University Gilbert Buccaneers",61.3147104023459
"Abby Schulte","North Dakota State Bison",61.3145693246593
"Emily Sizemore","Asbury Eagles",61.3083256217138
"Lexi Alexander","SE Louisiana Lady Lions",61.3042608083124
"Karissa Smedley","Georgian Court University Lions",61.2930308701652
"Sophia Sabino","Bucknell Bison",61.280614728019
"Ritorya Tamilo","Hawai'i Rainbow Wahine",61.2659202407737
"Elise Turrubiates","Tarleton State Texans",61.258335541448
"Olivia Williams","UC Irvine Anteaters",61.2561455015544
"Lauren Scott","High Point Panthers",61.2528611547812
"Brilynn Findley","Delta State Statesmen",61.2481436038127
"Olivia Smith","Eastern Michigan Eagles",61.2454185341963
"Maddie Rice","UMass Lowell River Hawks",61.2412558971168
"Kayla Rolph","William & Mary Tribe",61.2398008354088
"Amyah Reaves","Hampton Lady Pirates",61.2365218667893
"Keana Foz","Wagner Seahawks",61.2346662777635
"DaKiyah Sanders","Southern Jaguars",61.2322612472069
"Nani Falatea","Oregon Ducks",61.2312790685579
"Kennedy Moore","College Of Biblical Studies Ambassadors",61.2274810627768
"Hayley Berfield","Westcliff Warriors",61.2268262799337
"Jordan Harris","Southern-New Orleans Knights",61.2232272268507
"Laila Fair","Morgan State Lady Bears",61.2213595358729
"Louella Allana","Saint Peter's Peacocks",61.2172668641146
"Mikayla Johnson","Pittsburgh Panthers",61.216670687395
"Gwen Higdon","IU Columbus Crimson Pride",61.207733514819
"Paige Rocca","Missouri State Lady Bears",61.2056026326407
"Sarah Hughes","Bates College Bobcats",61.2006589347808
"Taylor Jameson","Wichita State Shockers",61.1958659181778
"Elina Arike","Middle Tennessee Blue Raiders",61.1586767743071
"Casey Harter","Northwestern Wildcats",61.1409723758122
"Saniyah Glenn-Bello","Harvard Crimson",61.1388994276313
"Aaliyah Pitts","Florida International Panthers",61.1330529509618
"Jailah Donald","St. John's Red Storm",61.1283481198391
"Lovely Sonnier","Long Beach State Beach",61.1258967477506
"Raissa Nsabua","Robert Morris Colonials",61.1257623581832
"Elina Aarnisalo","UCLA Bruins",61.1198350162669
"Stephanie Da Silva","Western New Mexico Mustangs",61.1167959116029
"Emma Pavelek","Point Park Pioneers",61.1165943003302
"Sydney Gandy","Southern Utah Thunderbirds",61.111302454417
"Rylee Rosenquist","Dakota Wesleyan Tigers",61.1009890583079
"Emari Doby","Illinois-Springfield Prairie Stars",61.0814801035457
"Rhe Nae Leach","Whittier Poets",61.0754680503039
"Ashley Tucker","Buffalo State Bengals",61.0735606916774
"Ellie Taylor","Utah Tech Trailblazers",61.0724124114224
"Mary Kay Naro","Boise State Broncos",61.0623971725196
"Londynn Jones","UCLA Bruins",61.0590756227289
"Jaci Powers","Northern New Mexico Eagles",61.0485965626694
"Clare Coyle","Furman Paladins",61.0443218420824
"Cassie Gallagher","South Carolina Upstate Spartans",61.0416953919012
"Cerina Rolle","Florida Gulf Coast Eagles",61.032205833641
"Brianna Barnes","Maryland Eastern Shore Hawks",61.0157328909154
"Maddie Naro","Santa Clara Broncos",61.0114284515594
"Audrey Roden","Nevada Wolf Pack",61.0105604811893
"Makayla Andrews","George Washington Revolutionaries",61.00425144378
"Joana Magalhaes","New Mexico Lobos",61.0039974722352
"Audrey Fuller","Campbell Fighting Camels",60.9975363784133
"Makena Mastora","Pepperdine Waves",60.9948873737169
