Name,School,Rating,team_key,team_id,conference_id,conf_z,Rating_conf
Regan Williams,Kansas Jayhawks,62.9515166666667,kansasjayhawks,2305,8,1.627414016520187,63.69755171149777
Keiara Griffin,Kennesaw State Owls,63.6713,kennesawstateowls,338,11,0.1427033440452017,63.69653037472324
Samantha Muller,Molloy Lions,63.9074166666666,molloylions,NA,NA,0,63.69055764365258
Harsimran Kaur,Rhode Island Rams,63.62665,rhodeislandrams,227,3,0.21493314091272497,63.69030895694944
Eryka Patton,UNT Dallas Trailblazers,63.9048333333333,untdallastrailblazers,NA,NA,0,63.688053245214746
Malia Fisher,Rice Owls,63.9005333333333,riceowls,NA,NA,0,63.68388458758755
Tamiah Robinson,Louisiana Ragin' Cajuns,64.04385,louisianaragincajuns,309,27,-0.06224989283771565,63.67949171780529
Laila Blair,Houston Cougars,62.9343,houstoncougars,248,8,1.627414016520187,63.67844397810404
Esther Matarranz,UC Riverside Highlanders,65.3555166666666,ucriversidehighlanders,27,9,-0.518954747209004,63.67617549785513
Maddie Webber,Villanova Wildcats,63.1318833333334,villanovawildcats,222,4,1.1815976661979184,63.67401256157156
Meadow Roland,UNLV Lady Rebels,63.8825333333333,unlvladyrebels,NA,NA,0,63.66643376890774
T'yana Todd,Boston College Eagles,62.8726,bostoncollegeeagles,103,2,1.7410828106998104,63.66506327179046
Tanyuel Welch,Memphis Tigers,63.8798833333334,memphistigers,NA,NA,0,63.66386453558322
Victoria Perez,Colorado Christian Cougars,63.8675166666667,coloradochristiancougars,NA,NA,0,63.65187449175067
Caroline Lucas,Brescia Bearcats,63.8674166666667,bresciabearcats,NA,NA,0,63.651777535283436
Nya Epps,UC Davis Aggies,65.3210333333334,ucdavisaggies,302,9,-0.518954747209004,63.64932871739328
Halle Nelson,Utah Valley Wolverines,64.6509166666667,utahvalleywolverines,3084,30,-0.3067245555951177,63.646230856122386
Destiny Ryles,Bowie State Bulldogs,63.8505166666667,bowiestatebulldogs,NA,NA,0,63.63539144669714
Rikki Harris,Dayton Flyers,63.5714166666666,daytonflyers,2168,3,0.21493314091272497,63.634575113545495
Avyonce Carter,Western Carolina Catamounts,65.1305000000001,westerncarolinacatamounts,2717,24,-0.4695431161729573,63.6300429773927
Debreasha Powe,Mississippi State Bulldogs,62.7962333333333,mississippistatebulldogs,344,23,2.220381999275397,63.62826864236544
Victoria Flores,Rice Owls,63.8429333333334,riceowls,NA,NA,0,63.62803842680828
Addi Brownfield,Western Illinois Leathernecks,65.1128833333333,westernillinoisleathernecks,2710,20,-0.46568010292818823,63.62605983385932
Mya Perry,Florida Atlantic Owls,63.8263666666667,floridaatlanticowls,NA,NA,0,63.6119742867385
Jaleesa Molina,Temple Owls,63.8248333333333,templeowls,NA,NA,0,63.61048742195712
Brooke Donnelly,Cal State East Bay Pioneers,63.8228999999999,calstateeastbaypioneers,NA,NA,0,63.60861266903563
Joan Quinn,La Salle Explorers,63.5270333333334,lasalleexplorers,2325,3,0.21493314091272497,63.58979166060118
Callin Hake,Nebraska Cornhuskers,62.7556833333333,nebraskacornhuskers,158,7,1.8898677492822935,63.58272298128258
Kassie Monday,Cumberland (KY) Indians,63.7924333333333,cumberlandkyindians,NA,NA,0,63.57906762248938
Ana Barreto,Queens University Royals,63.7920333333334,queensuniversityroyals,NA,NA,0,63.57867970345668
Tasia Jordan,Idaho State Bengals,63.8386333333333,idahostatebengals,304,5,-0.02468095143188219,63.56862967723551
Alli Carlson,Western Michigan Broncos,63.9264833333333,westernmichiganbroncos,2711,14,-0.06421715182798006,63.56362812761846
Hayleigh Breland,Charlotte 49ers,63.7728333333333,charlotte49ers,NA,NA,0,63.560059009011155
Anovia Sheals,Austin Peay Governors,63.7671,austinpeaygovernors,NA,NA,0,63.55449844221937
Tessa Miller,Clemson Tigers,62.76725,clemsontigers,228,2,1.7410828106998104,63.54743655345683
Destiny Terrell,Texas State Bobcats,63.8834833333333,texasstatebobcats,326,27,-0.06224989283771565,63.52724112225729
Meghan Downing,East Tennessee State Bucs,64.9988,easttennesseestatebucs,2193,24,-0.4695431161729573,63.52452862322867
Kyla Deck,North Texas Mean Green,63.7286333333333,northtexasmeangreen,NA,NA,0,63.51718829908332
Saniyah Craig,Jacksonville Dolphins,63.7206833333333,jacksonvilledolphins,NA,NA,0,63.50947675274736
Jalyn Holcomb,Lipscomb Bisons,63.7182,lipscombbisons,NA,NA,0,63.50706786510929
Ashley Baez,Troy Trojans,63.8541166666666,troytrojans,2653,27,-0.06224989283771565,63.499346432882085
Luana Leite,San Francisco Dons,63.4639333333333,sanfranciscodons,2539,29,0.15617675887640683,63.495456901275965
Jakoriah Long,Tarleton State Texans,64.4737833333334,tarletonstatetexans,2627,30,-0.3067245555951177,63.493130130749726
Abbie Aalsma,Drake Bulldogs,63.3446666666667,drakebulldogs,2181,18,0.3818613853103341,63.49152586042637
Maddie Kellione,Marshall Thundering Herd,63.8445333333333,marshallthunderingherd,276,27,-0.06224989283771565,63.49024250445552
Parris Atkins,Florida International Panthers,63.4629166666667,floridainternationalpanthers,2229,11,0.1427033440452017,63.48740602607422
Mj Simmons,Bethel (TN) Wildcats,63.6966833333334,betheltnwildcats,NA,NA,0,63.48619543459836
Mallory Heyer,Minnesota Golden Gophers,62.6657166666666,minnesotagoldengophers,135,7,1.8898677492822935,63.481750827735915
Lauren Ware,Texas A&M Aggies,62.6631333333334,texasamaggies,245,23,2.220381999275397,63.478853066126675
Kacee Baumhower,Milwaukee Panthers,63.68635,milwaukeepanthers,NA,NA,0,63.47617098906915
Chaniya Clark,North Carolina A&T Aggies,64.9998166666667,northcarolinaataggies,2448,10,-0.4891651654627686,63.47476899929467
Deja Evans,Drexel Dragons,64.9846833333333,drexeldragons,2182,10,-0.4891651654627686,63.462725255340466
Sammy Opichka,St. Thomas-Minnesota Tommies,63.66875,stthomasminnesotatommies,NA,NA,0,63.459096340835906
Jayde Gamble,UNC Greensboro Spartans,64.9163,uncgreensborospartans,2430,24,-0.4695431161729573,63.45826484600912
Cora Horvath,East Texas A&M Lions,64.7675166666667,easttexasamlions,2837,25,-0.4220080591350636,63.4573844773548
Morgan Callahan,North Carolina Central Eagles,67.0430666666667,northcarolinacentraleagles,2428,16,-0.9745622795118004,63.45584854272677
Allie Kubek,Maryland Terrapins,62.6341333333333,marylandterrapins,120,7,1.8898677492822935,63.44632941730661
Ines Gimenez Monserrat,Manhattan Jaspers,65.8907166666666,manhattanjaspers,2363,13,-0.7445170244651927,63.4411706098431
Karson Martin,Quinnipiac Bobcats,65.8855833333334,quinnipiacbobcats,2514,13,-0.7445170244651927,63.43765731835556
Jaylo Bello,Walla Walla Wolves,63.6380333333334,wallawallawolves,NA,NA,0,63.42929427924029
Sydney Ward,Pacific Tigers,63.3841333333333,pacifictigers,279,29,0.15617675887640683,63.4152970487076
Isabella King,Bucknell Bison,64.9761666666666,bucknellbison,2083,22,-0.505160124153813,63.41487745162849
Grace Slaughter,Missouri Tigers,62.60575,missouritigers,142,23,2.220381999275397,63.41450812804305
Briana Peguero,Troy Trojans,63.7558,troytrojans,2653,27,-0.06224989283771565,63.405925879226245
Meredith Raley,Southern Indiana Screaming Eagles,64.8347,southernindianascreamingeagles,88,20,-0.46568010292818823,63.4023431211044
Lilly Phillips,UAlbany Great Danes,65.13445,ualbanygreatdanes,399,1,-0.5587271973835142,63.399538873865765
Kayla Blackshear,Georgia Tech Yellow Jackets,62.6286666666667,georgiatechyellowjackets,59,2,1.7410828106998104,63.39291571278552
Lyric Cole,Tennessee State Lady Tigers,64.8198833333333,tennesseestateladytigers,2634,20,-0.46568010292818823,63.39038690191361
Reese Zemitis,Bucknell Bison,64.9427333333333,bucknellbison,2083,22,-0.505160124153813,63.38843023782435
Laia Conesa,Kansas Jayhawks,62.6673166666667,kansasjayhawks,2305,8,1.627414016520187,63.382580479771036
Lindsay Berger,Holy Cross Crusaders,64.8854,holycrosscrusaders,107,22,-0.505160124153813,63.343025180682226
Claira McGowan,Lipscomb Bisons,63.5469166666667,lipscombbisons,NA,NA,0,63.34087370836841
Jasmine Felton,Campbell Fighting Camels,64.8253833333333,campbellfightingcamels,2097,10,-0.4891651654627686,63.33567741442039
Judith Gomez,Iona Gaels,65.7335166666667,ionagaels,314,13,-0.7445170244651927,63.3332391632254
Sophia Diehl,Colgate Raiders,64.8708166666667,colgateraiders,2142,22,-0.505160124153813,63.33146548843784
Kennedi Watkins,Ohio Bobcats,63.67865,ohiobobcats,195,14,-0.06421715182798006,63.32828673123977
Key Roseby,Stephen F. Austin Ladyjacks,64.6002833333333,stephenfaustinladyjacks,2617,25,-0.4220080591350636,63.31956327363443
Lily Wahinekapu,Hawai'i Rainbow Wahine,64.8963166666667,hawaiirainbowwahine,62,9,-0.518954747209004,63.31665183786845
Maya Simon,Texas A&M-San Antonio Jaguars,63.5170333333333,texasamsanantoniojaguars,NA,NA,0,63.311869104158966
Kaemyn Bekemeier,Missouri State Lady Bears,63.1665666666667,missouristateladybears,2623,18,0.3818613853103341,63.30968290905372
Malia Latu,Santa Clara Broncos,63.2744166666667,santaclarabroncos,2541,29,0.15617675887640683,63.305090489590924
McKinley Brooks-Sumpter,Charleston Cougars,64.7811166666667,charlestoncougars,232,10,-0.4891651654627686,63.300285794550135
Chloe Larry,Tennessee Tech Golden Eagles,64.70785,tennesseetechgoldeneagles,2635,20,-0.46568010292818823,63.299850505030236
Ashley Hawkins,Gardner-Webb Runnin' Bulldogs,69.76845,gardnerwebbrunninbulldogs,2241,6,-1.3272392548610852,63.2860263654344
Kate Hollifield,UNC Wilmington Seahawks,64.7567,uncwilmingtonseahawks,350,10,-0.4891651654627686,63.28074826845157
Jalyn Sackrider,Evergreen State Geoducks,63.4834333333334,evergreenstategeoducks,NA,NA,0,63.27925388730401
Nikola Priede,Vermont Catamounts,64.9667666666667,vermontcatamounts,261,1,-0.5587271973835142,63.2702719408535
Sarengbe Sanogo,Texas Tech Lady Raiders,62.5556,texastechladyraiders,2641,8,1.627414016520187,63.25902506438151
Kseniia Kozlova,James Madison Dukes,63.60105,jamesmadisondukes,256,27,-0.06224989283771565,63.25878335392979
Shae Littleford,UT Martin Skyhawks,64.6519999999999,utmartinskyhawks,2630,20,-0.46568010292818823,63.25463035198246
Triniti Ralston,Southern Indiana Screaming Eagles,64.6506833333333,southernindianascreamingeagles,88,20,-0.46568010292818823,63.253563591235576
Crislyn Rose,Arkansas State Red Wolves,63.5861166666667,arkansasstateredwolves,2032,27,-0.06224989283771565,63.244577771446515
Ary Dizon,Cal State Bakersfield Roadrunners,64.8047666666667,calstatebakersfieldroadrunners,2934,9,-0.518954747209004,63.24445783564465
Kaylie Monday,Cumberland (KY) Indians,63.4388166666667,cumberlandkyindians,NA,NA,0,63.23593960994715
Journey Armstead,UAB Blazers,63.4353333333333,uabblazers,NA,NA,0,63.2325577042352
Julia Susla,Montevallo Falcons,63.43055,montevallofalcons,NA,NA,0,63.22791359222288
Edyn Battle,Jacksonville Dolphins,63.4220333333334,jacksonvilledolphins,NA,NA,0,63.219644636550015
KK Arnold,UConn Huskies,62.7070333333333,uconnhuskies,41,4,1.1815976661979184,63.21626800814875
Asta Blauenfeldt,Maine Black Bears,64.8962333333333,maineblackbears,311,1,-0.5587271973835142,63.21571549332953
Tyler Pyburn,Texas College Steers,63.4175,texascollegesteers,NA,NA,0,63.21524306800083
Neeley Tilly-Bedick,Nelson Lions,63.4090166666666,nelsonlions,NA,NA,0,63.207006142774425
Sara Bershers,UAB Blazers,63.3972833333333,uabblazers,NA,NA,0,63.195613260176536
Luisa Vydrova,UTEP Miners,63.1669333333333,utepminers,2638,11,0.1427033440452017,63.19039742311187
Claire Henson,Wright State Raiders,63.3827,wrightstateraiders,NA,NA,0,63.18145249458653
Jo Raflo,Mount St. Mary's Mountaineers,65.509,mountstmarysmountaineers,116,13,-0.7445170244651927,63.17786867063416
Lauren Smith,Tennessee Southern Firehawks,63.3744166666667,tennesseesouthernfirehawks,NA,NA,0,63.17340889482727
Jazzpher Evans,Alaska Anchorage Seawolves,63.3697833333333,alaskaanchorageseawolves,NA,NA,0,63.168909567974204
Aoibhe Gormley,Boston University Terriers,64.6579666666667,bostonuniversityterriers,104,22,-0.505160124153813,63.16226748814069
Britiya Curtis,Nicholls Colonels,64.4089833333333,nichollscolonels,2447,25,-0.4220080591350636,63.161326067785716
Jo Langbehn,St. Thomas-Minnesota Tommies,63.3554333333333,stthomasminnesotatommies,NA,NA,0,63.15497419317262
Bella Nascimento,William & Mary Tribe,64.5961166666667,williammarytribe,2729,10,-0.4891651654627686,63.151968833965014
Savannah Catalon,Seton Hall Pirates,62.6412833333333,setonhallpirates,2550,4,1.1815976661979184,63.14556020848262
Ciani Montgomery,Lincoln (PA) Lions,63.3358833333334,lincolnpalions,NA,NA,0,63.13598807097642
Zsofia Telegdy,Western Kentucky Lady Toppers,63.1095833333333,westernkentuckyladytoppers,98,11,0.1427033440452017,63.13285241977194
Kaila Rougier,North Florida Ospreys,63.3252166666667,northfloridaospreys,NA,NA,0,63.12562857806639
Ayisse Magassa,La Salle Explorers,63.0596166666667,lasalleexplorers,2325,3,0.21493314091272497,63.118271840911504
Jo Huntimer,Air Force Falcons,63.3157833333333,airforcefalcons,NA,NA,0,63.11646661741813
Sierra Lichtie,Cal Poly Mustangs,64.6403333333333,calpolymustangs,13,9,-0.518954747209004,63.1143646109162
Lianna Baxter,Oakland Golden Grizzlies,63.3100166666667,oaklandgoldengrizzlies,NA,NA,0,63.1108657116243
Calysia Phillips,Mississippi University For Women Owls,63.2811833333334,mississippiuniversityforwomenowls,NA,NA,0,63.08285969009859
Taya Davis,Fordham Rams,63.0231666666667,fordhamrams,2230,3,0.21493314091272497,63.08151026217149
Quentarra Mitchell,Stetson Hatters,63.2793833333334,stetsonhatters,NA,NA,0,63.081111254880135
Simone Cunningham,Old Dominion Monarchs,63.41135,olddominionmonarchs,295,27,-0.06224989283771565,63.078245351069334
Parker Hill,Princeton Tigers,63.0347666666667,princetontigers,163,12,0.1841164774285017,63.07809237112605
Zyion Shannon,Arkansas State Red Wolves,63.4044833333333,arkansasstateredwolves,2032,27,-0.06224989283771565,63.071706971426586
Khady Leye,Towson Tigers,64.4822999999999,towsontigers,119,10,-0.4891651654627686,63.0603957078592
Tiffany Tullis,Houston Christian Huskies,64.2749,houstonchristianhuskies,2277,25,-0.4220080591350636,63.05004992990273
Elise Jaeger,Northern Iowa Panthers,62.9093333333334,northerniowapanthers,2460,18,0.3818613853103341,63.04716622550344
Lauren Knight,St. Francis (IL) Fighting Saints,63.2437166666667,stfrancisilfightingsaints,NA,NA,0,63.04646434001872
Sarah Taub,North Florida Ospreys,63.2436,northfloridaospreys,NA,NA,0,63.046351002762016
Alex Richard,Ball State Cardinals,63.3817166666667,ballstatecardinals,2050,14,-0.06421715182798006,63.04590826788383
Mary Carter,Cal Poly Mustangs,64.5519666666667,calpolymustangs,13,9,-0.518954747209004,63.04422812245731
Annika Shah,Cal Poly Mustangs,64.5502,calpolymustangs,13,9,-0.518954747209004,63.04282433115931
Victoria Rivera,Georgetown Hoyas,62.5455666666667,georgetownhoyas,46,4,1.1815976661979184,63.04268899321455
Indya Nivar,North Carolina Tar Heels,62.3124,northcarolinatarheels,153,2,1.7410828106998104,63.04116762741732
Mykel Parham,VCU Rams,62.9781,vcurams,2670,3,0.21493314091272497,63.03606001887313
Tamia Stricklin,Seattle U Redhawks,63.9430333333333,seattleuredhawks,2547,30,-0.3067245555951177,63.031922829956734
Gianni Boone,Campbell Fighting Camels,64.4423833333334,campbellfightingcamels,2097,10,-0.4891651654627686,63.02822185489965
Deryanis Colon Velez,Washington Adventist Shock,63.2227833333333,washingtonadventistshock,NA,NA,0,63.02612774880574
Kyleigh Brown,Portland State Vikings,63.2706666666666,portlandstatevikings,2502,5,-0.02468095143188219,63.02170351396883
Sydney Ryan,Furman Paladins,64.3745666666667,furmanpaladins,231,24,-0.4695431161729573,63.01999414673092
Samantha Hoelscher,Cleary University Cougars,63.2148833333334,clearyuniversitycougars,NA,NA,0,63.01845261332316
Cecilia Kay,American University Eagles,64.4756833333334,americanuniversityeagles,44,22,-0.505160124153813,63.0166597701159
Kilah Freelon,Texas Tech Lady Raiders,62.3356166666667,texastechladyraiders,2641,8,1.627414016520187,63.01614797738461
Brynn Farrell,Providence Friars,62.5194333333333,providencefriars,2507,4,1.1815976661979184,63.014615160954435
Raimi McCrary,Incarnate Word Cardinals,64.2316333333333,incarnatewordcardinals,2916,25,-0.4220080591350636,63.01407876610632
Taylor Eldredge,Cal State East Bay Pioneers,63.2057666666667,calstateeastbaypioneers,NA,NA,0,63.009595211437066
Laura Salmeron,Loyola Maryland Greyhounds,64.46605,loyolamarylandgreyhounds,2352,22,-0.505160124153813,63.00894664957083
Amani Ball,Washington Adventist Shock,63.20145,washingtonadventistshock,NA,NA,0,63.00540121829287
Ashlee Locke,Mercer Bears,64.3558166666667,mercerbears,2382,24,-0.4695431161729573,63.00472835250193
Sydney Watkins,UMass Lowell River Hawks,64.6084666666667,umasslowellriverhawks,2349,1,-0.5587271973835142,62.992024249266635
Jenna Lawrence,Arkansas Razorbacks,62.2262,arkansasrazorbacks,8,23,2.220381999275397,62.98999757260263
Sabou Gueye,Florida A&M Rattlers,67.09455,floridaamrattlers,50,26,-1.1266675637845338,62.987589646358636
Kendall Holmes,Belmont Bruins,62.8504333333333,belmontbruins,2057,18,0.3818613853103341,62.987076642932664
Cherika Rafan,Lincoln (CA) Oaklanders,63.1681666666667,lincolncaoaklanders,NA,NA,0,62.973061891091874
Taris Thornton,Tennessee Tech Golden Eagles,64.2765666666666,tennesseetechgoldeneagles,2635,20,-0.46568010292818823,62.94917199284709
Catherine Gilwee,Vermont Catamounts,64.5496333333333,vermontcatamounts,261,1,-0.5587271973835142,62.94607355827997
Alisha Wilson,Alabama A&M Bulldogs,66.9842666666666,alabamaambulldogs,2010,26,-1.1266675637845338,62.93238114461909
Brie Crittendon,Utah Tech Trailblazers,63.8221666666666,utahtechtrailblazers,3101,30,-0.3067245555951177,62.92638437306059
Amber Bourgeois,St. Thomas (TX) Celts,63.1103166666666,stthomastxcelts,NA,NA,0,62.91684486043072
Alyssa Marin,UC Santa Barbara Gauchos,64.3892666666667,ucsantabarbaragauchos,2540,9,-0.518954747209004,62.91468658084288
Jenna Johnson,Utah Utes,62.2400666666666,utahutes,254,8,1.627414016520187,62.910825079010834
Madison Roman,Merrimack Warriors,65.1253,merrimackwarriors,2771,13,-0.7445170244651927,62.909060753232
Maci Rhoades,Valparaiso Beacons,62.7699833333334,valparaisobeacons,2674,18,0.3818613853103341,62.90501385985897
Ella Gallatin,Eastern Washington Eagles,63.1490333333333,easternwashingtoneagles,331,5,-0.02468095143188219,62.90441735468092
Vera Ojenuwa,Arkansas Razorbacks,62.1466,arkansasrazorbacks,8,23,2.220381999275397,62.90120465500877
Kinley Fisher,Central Arkansas Sugar Bears,63.0866166666667,centralarkansassugarbears,NA,NA,0,62.89381099804758
Sophia Covello,Idaho State Bengals,63.1373833333333,idahostatebengals,304,5,-0.02468095143188219,62.89318083075181
Cassidy Morris,Brescia Bearcats,63.0822333333333,bresciabearcats,NA,NA,0,62.88955068571913
Malia Magestro,Youngstown State Penguins,63.0799499999999,youngstownstatepenguins,NA,NA,0,62.887331413121586
Emely Rodriguez,UCF Knights,62.2151833333333,ucfknights,2116,8,1.627414016520187,62.88341352949846
Alexi Hempe,South Dakota Coyotes,63.06795,southdakotacoyotes,NA,NA,0,62.87566783001067
Makayla Rose,UC Riverside Highlanders,64.3327499999999,ucriversidehighlanders,27,9,-0.518954747209004,62.86956542166912
Meloney Thames,UL Monroe Warhawks,63.191,ulmonroewarhawks,2433,27,-0.06224989283771565,62.86831413607065
Linzie Wernert,Indiana-Southeast Grenadiers,63.0553166666666,indianasoutheastgrenadiers,NA,NA,0,62.86338821041112
Rose Bubakar,Weber State Wildcats,63.1058,weberstatewildcats,2692,5,-0.02468095143188219,62.862715901053164
Skylar Burke,UC Santa Barbara Gauchos,64.3235166666667,ucsantabarbaragauchos,2540,9,-0.518954747209004,62.86218782982102
Leyla Ozturk,Manhattan Jaspers,65.05855,manhattanjaspers,2363,13,-0.7445170244651927,62.861880368058976
Elisa Mevius,Oregon Ducks,62.1111666666667,oregonducks,2483,7,1.8898677492822935,62.86170520656347
Nhug Bosch Duran,California Baptist Lancers,63.7360166666666,californiabaptistlancers,2856,30,-0.3067245555951177,62.85104638194495
Aaliyah Stanton,Cal State Fullerton Titans,64.3049833333334,calstatefullertontitans,2239,9,-0.518954747209004,62.84737431412704
Tieraney Bolton,Thomas (GA) Night Hawks,63.0365666666667,thomasganighthawks,NA,NA,0,62.84516231520469
Meg Cahalan,Holy Cross Crusaders,64.2521666666667,holycrosscrusaders,107,22,-0.505160124153813,62.837234218346325
Fanta Gassama,New Mexico State Aggies,62.8087666666666,newmexicostateaggies,166,11,0.1427033440452017,62.83103205435385
Jessica Tomasetti,UAlbany Great Danes,64.4022,ualbanygreatdanes,399,1,-0.5587271973835142,62.830602192406765
Eva DeChent,New Hampshire Wildcats,64.39485,newhampshirewildcats,160,1,-0.5587271973835142,62.824833623437826
Reese Ross,Utah Utes,62.1593,utahutes,254,8,1.627414016520187,62.82187758398457
Kaci Donovan,UAlbany Great Danes,64.3793,ualbanygreatdanes,399,1,-0.5587271973835142,62.812625637462794
Courtney Moore,East Tennessee State Bucs,64.1165833333333,easttennesseestatebucs,2193,24,-0.4695431161729573,62.8093909085047
Jayla Hearp,East Carolina Pirates,62.98765,eastcarolinapirates,NA,NA,0,62.797608116276834
Enya Maguire,NJIT Highlanders,64.3536,njithighlanders,2885,1,-0.5587271973835142,62.79243798676635
Elli Garnett,Nicholls Colonels,63.9545666666667,nichollscolonels,2447,25,-0.4220080591350636,62.78299623155094
Ava Uhrich,Southern Utah Thunderbirds,63.6527,southernutahthunderbirds,253,30,-0.3067245555951177,62.77809683871888
Ashlee Harris,Bellarmine Knights,62.9674,bellarmineknights,NA,NA,0,62.77792008216953
Reigan Richardson,Duke Blue Devils,62.0708,dukebluedevils,150,2,1.7410828106998104,62.77328331400185
Madison Mathiowetz,South Dakota State Jackrabbits,62.9586833333333,southdakotastatejackrabbits,NA,NA,0,62.769444945585576
Halle Douglass,Wisconsin Badgers,62.02345,wisconsinbadgers,275,7,1.8898677492822935,62.76399138649899
Ta'Viyanna Habib,George Mason Patriots,62.6980333333333,georgemasonpatriots,2244,3,0.21493314091272497,62.75365039093563
Alaya Fitzgerald,Portland State Vikings,62.9855333333334,portlandstatevikings,2502,5,-0.02468095143188219,62.74667421690509
Naelle Bernard,Loyola Chicago Ramblers,62.6816666666667,loyolachicagoramblers,2350,3,0.21493314091272497,62.73714896107831
Adryana Quezada,San Diego State Aztecs,62.9242833333333,sandiegostateaztecs,NA,NA,0,62.73599596671493
Tess Barnes,Wyoming Cowgirls,62.92235,wyomingcowgirls,NA,NA,0,62.734115979653744
Nalani Kaysia,George Mason Patriots,62.6716,georgemasonpatriots,2244,3,0.21493314091272497,62.72699952287083
Chloe Wilson,Delaware Blue Hens,64.0682666666667,delawarebluehens,48,10,-0.4891651654627686,62.725219502154204
Ndack Mbengue,UTEP Miners,62.6891666666667,utepminers,2638,11,0.1427033440452017,62.711041840707445
Sophie Phillips,Rhode Island Rams,62.6486833333333,rhodeislandrams,227,3,0.21493314091272497,62.70389476080637
Emma Riley,Union Garnet Chargers,62.8893666666667,uniongarnetchargers,NA,NA,0,62.702041072710735
Sahara Jones,Texas A&M Aggies,61.9661666666667,texasamaggies,245,23,2.220381999275397,62.70023199679527
Jordyn Newsome,East Texas A&M Lions,63.8545333333333,easttexasamlions,2837,25,-0.4220080591350636,62.69925579574871
Ja Harvey,Omaha Mavericks,62.8851,omahamavericks,NA,NA,0,62.69789168694021
Kylee Piche,Bridgewater State (MA) Bears,62.8806833333333,bridgewaterstatemabears,NA,NA,0,62.69359636850038
Kennedy Basham,Arizona State Sun Devils,62.0419666666666,arizonastatesundevils,9,8,1.627414016520187,62.692789300824046
Meghan Weinrich,Oral Roberts Golden Eagles,62.8707666666667,oralrobertsgoldeneagles,NA,NA,0,62.68395195612875
Paula Gallego,Maine Black Bears,64.20865,maineblackbears,311,1,-0.5587271973835142,62.67831980754233
Kylie Flippin,McMurry War Hawks,62.8547666666667,mcmurrywarhawks,NA,NA,0,62.66839062060895
K'Nari Holliday,West Georgia Wolves,62.84205,westgeorgiawolves,NA,NA,0,62.65602207027142
Lauren Jones,Westminster (MO) Blue Jays,62.83585,westminstermobluejays,NA,NA,0,62.64999162383008
Rebecca Walter,Blue Mountain College Toppers,62.8326,bluemountaincollegetoppers,NA,NA,0,62.646830458147925
Karoline Striplin,Indiana Hoosiers,61.9157166666667,indianahoosiers,84,7,1.8898677492822935,62.64411271394344
Destiny Goodwin,Trinity Christian (IL) Trolls,62.8297833333333,trinitychristianiltrolls,NA,NA,0,62.644090756435794
Gabrielle Kennerly,Mount St. Mary's Mountaineers,64.7476833333333,mountstmarysmountaineers,116,13,-0.7445170244651927,62.64054498104953
Leah Williams,Mount Marty College Lancers,62.8253833333333,mountmartycollegelancers,NA,NA,0,62.639810939663114
Destiny Howell,Howard Bison,65.6304333333334,howardbison,47,16,-0.9745622795118004,62.628718779217635
Deniya Thornton,Loyola New Orleans Wolfpack,62.8071166666667,loyolaneworleanswolfpack,NA,NA,0,62.622042615349336
Ellie McDermid,Bradley Braves,62.4837,bradleybraves,71,18,0.3818613853103341,62.61310304849545
Kylie Lavelle,St. John's Red Storm,62.14505,stjohnsredstorm,2599,4,1.1815976661979184,62.61303258491239
Janay Brantley,Stony Brook Seawolves,63.92715,stonybrookseawolves,2619,10,-0.4891651654627686,62.61025160212577
Gabi Fields,Northern Colorado Bears,62.8411,northerncoloradobears,2458,5,-0.02468095143188219,62.607244534289464
Jacei Denley,Lamar Cardinals,63.7440666666667,lamarcardinals,2320,25,-0.4220080591350636,62.606592468901745
Peyton Starks,Macalester Scots,62.7878833333334,macalesterscots,NA,NA,0,62.603332952054366
Nevaeh Dean,UC Irvine Anteaters,63.9938166666667,ucirvineanteaters,300,9,-0.518954747209004,62.59765878495636
Nan Garcia,Toledo Rockets,62.90965,toledorockets,2649,14,-0.06421715182798006,62.59607645453575
Sammie Puisis,South Florida Bulls,62.7709166666666,southfloridabulls,NA,NA,0,62.586827352068006
Jaden Walker,UMBC Retrievers,64.0865499999999,umbcretrievers,2378,1,-0.5587271973835142,62.58185275373016
Liv West,Pittsburgh-Johnstown Mountain Cats,62.7618833333333,pittsburghjohnstownmountaincats,NA,NA,0,62.5780391588829
Brenda Fontana,Old Dominion Monarchs,62.8863166666667,olddominionmonarchs,295,27,-0.06224989283771565,62.57764742237216
Anna Gliatta,Brenau University Golden Tigers,62.75805,brenauuniversitygoldentigers,NA,NA,0,62.57430978059265
Hunter Hernandez,UC Irvine Anteaters,63.9439666666667,ucirvineanteaters,300,9,-0.518954747209004,62.55747882224057
Jaleesa Lawrence,High Point Panthers,67.6215333333333,highpointpanthers,2272,6,-1.3272392548610852,62.5535533758617
Layla Gold,Valparaiso Beacons,62.4209333333334,valparaisobeacons,2674,18,0.3818613853103341,62.5491256483014
Jazzlyn Linbo,Purdue Fort Wayne Mastodons,62.7290166666667,purduefortwaynemastodons,NA,NA,0,62.54606241713162
Courtney Dahlquist,Campbell Fighting Camels,63.8465,campbellfightingcamels,2097,10,-0.4891651654627686,62.544381720097746
Khia Miller,East Carolina Pirates,62.7236166666666,eastcarolinapirates,NA,NA,0,62.5408083341015
Dani Grim,Oakland Golden Grizzlies,62.72305,oaklandgoldengrizzlies,NA,NA,0,62.540256974839814
Samantha Ballantyne,Bethesda University Flames,62.7193166666667,bethesdauniversityflames,NA,NA,0,62.53662446717568
