"Name","School","Rating"
"Camryn Tade","Army Black Knights",69.0134166666666
"Ronnie Porter","Wisconsin Badgers",69.0056833333333
"Hannah Stines","Washington Huskies",68.9916666666667
"Jackie Grisdale","Quinnipiac Bobcats",68.9580166666667
"Molly Heard","Lipscomb Bisons",68.9505333333333
"Caia Elisaldez","Chattanooga Mocs",68.9495833333333
"Grace Arnolie","Brown Bears",68.94545
"Sydney Freeman","Purdue Fort Wayne Mastodons",68.9316333333333
"Brooke Paquette","Stonehill Skyhawks",68.9229333333333
"Jayda McNabb","Air Force Falcons",68.8994666666666
"Karly Weathers","Alabama Crimson Tide",68.8848833333333
"Nina De Leon Negron","UTSA Roadrunners",68.8829833333333
"Jerkaila Jordan","Mississippi State Bulldogs",68.84305
"Khadija Faye","Pittsburgh Panthers",68.827
"Chloe Hodges","Drexel Dragons",68.8247166666667
"Chellia Watson","Buffalo Bulls",68.7904
"Esmeralda Morales","Montana State Bobcats",68.7891
"Stailee Heard","Oklahoma State Cowgirls",68.7770333333333
"Gemma Nunez","Campbell Fighting Camels",68.7721166666667
"Benthe Versteeg","Sacramento State Hornets",68.7632666666666
"Zyanna Walker","Kansas State Wildcats",68.7587666666666
"Madison Conner","TCU Horned Frogs",68.7161
"Julia Ayrault","Michigan State Spartans",68.70055
"Laila Lawrence","Coppin State Eagles",68.6986
"Flau'jae Johnson","LSU Tigers",68.6799333333333
"Kennedy Johnson","Saint Mary's Gaels",68.6771833333333
"Emilee Weakley","Frostburg State Bobcats",68.6759
"Taylor Feldman","Northern Arizona Lumberjacks",68.6711166666667
"Bella Vito","Vermont Catamounts",68.6699666666666
"Maddie Albrecht","Lehigh Mountain Hawks",68.6625833333333
"Elena Bosgana","Stanford Cardinal",68.6438166666667
"Latasha Lattimore","Virginia Cavaliers",68.6317666666667
"Brooke Coffey","Lindenwood Lions",68.5529
"Chloe Clardy","Stanford Cardinal",68.5511
"Jada Burton","Western Carolina Catamounts",68.5372
"Anastasiia Boldyreva","Middle Tennessee Blue Raiders",68.5227166666667
"Asia Avinger","Georgia Lady Bulldogs",68.52045
"Skylar Forbes","Marquette Golden Eagles",68.50055
"Saniah Parker","Tennessee State Lady Tigers",68.49865
"Talaysia Cooper","Tennessee Lady Volunteers",68.4756999999999
"La'Nya Foster","Austin Peay Governors",68.4583666666667
"Darianna Littlepage-Buggs","Baylor Bears",68.4336166666666
"Jaloni Cambridge","Ohio State Buckeyes",68.4320666666667
"Abby Antognoli","Lafayette Leopards",68.4239166666667
"Lexi Donarski","North Carolina Tar Heels",68.4237833333334
