Name,School,Rating
Jackie Grisdale,Quinnipiac Bobcats,79
Caroline Bornemann,Maine Black Bears,79
Taisha Exanor,Monmouth Hawks,79
Savannah Tucker,Long Beach State Beach,79
Anne Bair,Colgate Raiders,79
Deja Lee,UC Irvine Anteaters,79
Allie Meadows,Western Illinois Leathernecks,79
Sumayah Sugapong,UC San Diego Tritons,79
Tyja Beans,Western Carolina Catamounts,79
Reghan Grimes,Tennessee Tech Golden Eagles,79
Trinity Hardy,Army Black Knights,79
Sigrun Olafsdottir,Chattanooga Mocs,79
Bella Pucci,Binghamton Bearcats,79
Tova Sabel,UC Davis Aggies,79
Jordan Holman,Little Rock Trojans,79
Alexandra Zelaya,UNC Wilmington Seahawks,79
Taryn Barbot,Charleston Cougars,79
Anaya Brown,UT Martin Skyhawks,79
Mireia Aguado,Texas A&M-Corpus Christi Islanders,79
Kenley McCarn,UT Martin Skyhawks,79
Gianna Corbitt,Chattanooga Mocs,79
Evangelia Paulk,Wofford Terriers,79
Kade Hackerott,UT Rio Grande Valley Vaqueros,79
Candy Edokpaigbe,Seattle U Redhawks,79
Laura Erikstrup,Grand Canyon Lopes,79
Maddie Walsh,UAB Blazers,79
Amaya Staton,Wright State Raiders,79
Shelbee Brown,Akron Zips,79
Lauryn Taylor,Florida Gulf Coast Eagles,79
Peyton Howard,Eastern Washington Eagles,79
Brianna Furch,Saint Michael's Purple Knights,79
Ava Cirigliano,Misericordia Cougars,79
Katelynn Martin,Montana State Bobcats,79
Nevaeh Foster,IU Indianapolis Jaguars,79
Nyla Jean,Southern Miss Lady Eagles,79
Angelina Robles,Denver Pioneers,79
Khera Goss,Toledo Rockets,79
Cameron Thomas,Stetson Hatters,79
Destiny Jones,West Georgia Wolves,79
Sakyia White,UL Monroe Warhawks,79
Courtney McMillan,Guilford Quakers,79
Sisi Eleko,Eastern Michigan Eagles,79
Raigan Head,Central Baptist College Mustangs,79
Maddy Skorupski,Oakland Golden Grizzlies,79
Prencis Harden,Kennesaw State Owls,79
Taniyah Finney,Cheyney (PA) Wolves,79
Kennedie Shuler,Oregon State Beavers,79
Hannah Simental,Colorado State Rams,79
Jaslyn Woods,Lincoln (CA) Oaklanders,79
Kristin Williams,Coastal Carolina Chanticleers,79
Jada Moore,Florida Atlantic Owls,79
Indya Green,Georgia Southern Eagles,79
Stina Almqvist,Pennsylvania Quakers,79
Jaylin Foster,Texas State Bobcats,79
Jerni Kiaku,Duquesne Dukes,79
Robyn Lee,Louisiana Tech Lady Techsters,79
Dani Bartsch,Montana Lady Griz,79
Natalie McNeal,Green Bay Phoenix,79
Brooke Carlson,Colorado State Rams,79
Shannon Dowell,Illinois State Redbirds,79
Elly Schmitz,Bethel (MN) Royals,79
Arianna Smith,Dayton Flyers,79
Aysia Ward-Strong,Sam Houston Bearkats,79
Mackenzie Smith,Saint Joseph's Hawks,79
Maya Wong,Illinois State Redbirds,79
Ava Ranson,San Diego Toreros,79
Irene Murua Txintxurreta,Fordham Rams,79
Brooklyn Gray,Saint Louis Billikens,79
Catarina Ferreira,Oregon State Beavers,79
Allie Palmieri,Massachusetts Minutewomen,79
Kelsey Rees,Oregon State Beavers,79
Denae Carter,Villanova Wildcats,79
Keimari Rimmer,UIC Flames,79
Deja Jones,Indiana State Sycamores,79
Taryn Sides,Kansas State Wildcats,79
Kaitlin Peterson,UCF Knights,79
Jada Williams,Arizona Wildcats,79
Paulina Paris,Arizona Wildcats,79
Moriah Murray,Penn State Lady Lions,79
TK Pitts,SMU Mustangs,79
Lior Garzon,Colorado Buffaloes,79
Trinity Turner,Georgia Lady Bulldogs,79
KK Deans,Ole Miss Rebels,79
Izabel Varejao,Syracuse Orange,79
Tineya Hylton,Cincinnati Bearcats,79
Kiani Lockett,Creighton Bluejays,79
Sydney Bowles,Florida State Seminoles,79
Matyson Wilke,Utah Utes,79
Iyana Moore,Vanderbilt Commodores,79
Demeara Hinds,Wake Forest Demon Deacons,79
Rose Micheaux,Virginia Tech Hokies,79
Taina Mair,Duke Blue Devils,79
Marley Washenitz,Pittsburgh Panthers,79
Talia von Oelhoffen,USC Trojans,79
Kierra Wheeler,Norfolk State Spartans,78
Teresa Seppala,Siena Saints,78
Erin Leary,Iona Gaels,78
Morgan Lee,Marist Red Foxes,78
Gracie Gallegos,UC San Diego Tritons,78
Megan Norris,UC Davis Aggies,78
Molly Masingale,Wofford Terriers,78
Anna Olson,Vermont Catamounts,78
Mya Skoff,Lindenwood Lions,78
Keeley Carter,Tennessee Tech Golden Eagles,78
Damaris Rodriguez,Monmouth Hawks,78
Tara Cousins,Delaware Blue Hens,78
Taylor Golembiewski,Colgate Raiders,78
Jasha Clinton,Hampton Lady Pirates,78
Anna Walker,Tennessee Tech Golden Eagles,78
Vernell Atamah,Northwestern State Lady Demons,78
Paige Allen,Texas A&M-Corpus Christi Islanders,78
Koi Sims,Loyola Maryland Greyhounds,78
Taliyah Clark,UT Arlington Mavericks,78
Raven Preston,Elon Phoenix,78
Ella Wanzer,Delaware Blue Hens,78
Charlotte O'Keefe,UT Rio Grande Valley Vaqueros,78
Raegan McCowan,Western Illinois Leathernecks,78
Jorja Elliott,Incarnate Word Cardinals,78
Alyssa Durazo-Frescas,Grand Canyon Lopes,78
Emma Troxell,Abilene Christian Wildcats,78
Arieona Rosborough,Tarleton State Texans,78
Jessenia Lawson,Central Michigan Chippewas,78
Mahogany Matthews,Georgia State Panthers,78
Kamy Peppler,Milwaukee Panthers,78
Marah Dykstra,Montana State Bobcats,78
